gene_name	gamma2	GAP kcat / GEF kcat	GAP_kcat	GAP_kcat_Km	GAP_Km	GAP/GEF efficiency	GEF_kcat	GEF_kcat_Km	GEF_Km
GET1	0.08839913921757278	0.19480519480519481	-0.09090909090909091	-0.19480519480519481	0.14285714285714285	-0.16017316017316016	-0.26898111005836245	-0.06493506493506493	0.017353620003765318
GET2	0.4198959112834707	0.19480519480519481	-0.09090909090909091	0.012987012987012988	0.021645021645021644	-0.05627705627705628	-0.2776579200602451	0.05627705627705628	-0.06073767001317861
GET3	-0.22099784804393194	0.1383399209486166	0.22529644268774704	-0.1225296442687747	0.2648221343873518	-0.19367588932806323	-0.14257453695652725	0.21739130434782608	-0.11881211413043936
GFD1	0.15469849363075236	0.1067193675889328	0.03557312252964427	0.25691699604743085	-0.2727272727272727	0.07509881422924901	-0.023762422826087874	0.1541501976284585	-0.22970342065218277
GFD2	0.022099784804393195	-0.07509881422924901	0.21739130434782608	0.1541501976284585	-0.1383399209486166	0.25691699604743085	0.2613866510869666	-0.2490118577075099	0.2613866510869666
GGA1	-0.22099784804393194	0.08300395256916997	-0.17786561264822134	-0.25691699604743085	0.17786561264822134	-0.37549407114624506	-0.190099382608703	0.3201581027667984	-0.23762422826087873
GGA2	-0.19889806323953874	-0.09090909090909091	-0.09881422924901186	-0.13043478260869565	0.16205533596837945	0.019762845849802372	0.031683230434783834	-0.09090909090909091	0.22970342065218277
GIM3	-0.5524946201098299	-0.03557312252964427	0.17786561264822134	-0.1857707509881423	0.1857707509881423	0.011857707509881422	0.08712888369565554	-0.019762845849802372	0.08712888369565554
GIM4	-0.3756963416746843	-0.13043478260869565	-0.043478260869565216	-0.28063241106719367	0.2490118577075099	-0.019762845849802372	0.10297049891304745	-0.05138339920948617	0.1346537293478313
GIM5	-0.4861952656966503	-0.07509881422924901	-0.06719367588932806	-0.16205533596837945	0.09881422924901186	0.03557312252964427	0	-0.07509881422924901	0.055445653260871704
GIS1	0.2651974176527183	-0.3359683794466403	0.08300395256916997	0.20948616600790515	-0.25691699604743085	0.43873517786561267	0.5544565326087171	-0.35177865612648224	0.4356444184782777
GIS2	-0.17679827843514556	-0.02766798418972332	-0.003952569169960474	0.09090909090909091	-0.1225296442687747	0.11462450592885376	-0.007920807608695958	-0.09090909090909091	0.007920807608695958
GMH1	-0.022099784804393195	0.2648221343873518	0.19367588932806323	0.14624505928853754	-0.06719367588932806	-0.09881422924901186	-0.23762422826087873	0.28063241106719367	-0.2059409978260949
GNP1	0.15469849363075236	0.02766798418972332	0.14624505928853754	0.14624505928853754	-0.03557312252964427	0.1225296442687747	0.015841615217391917	-0.019762845849802372	0.1346537293478313
GOS1	-0.04419956960878639	0.24110671936758893	-0.003952569169960474	-0.05138339920948617	0.13043478260869565	-0.16996047430830039	-0.23762422826087873	0.20948616600790515	-0.190099382608703
GOT1	-0.022099784804393195	0.02766798418972332	-0.1225296442687747	-0.1225296442687747	-0.003952569169960474	0.07509881422924901	-0.08712888369565554	-0.20948616600790515	-0.04752484565217575
GPA1	-0.5477225575051661	0.2	-0.06666666666666667	0.06666666666666667	0.06666666666666667	-0.06666666666666667	-0.2	0.06666666666666667	0.3333333333333333
GPA2	-0.08839913921757278	0.16017316017316016	0.18614718614718614	-0.26406926406926406	0.36796536796536794	-0.24675324675324675	-0.13882896003012254	0.10822510822510822	-0.008676810001882659
GPB1	0.13259870882635916	0.06719367588932806	0.43873517786561267	0.1857707509881423	-0.07509881422924901	0.11462450592885376	0.19802019021739894	-0.043478260869565216	0.06336646086956767
GPT2	0.2872972024571115	-0.05928853754940711	-0.19367588932806323	-0.16205533596837945	0.08300395256916997	0.06719367588932806	0.04752484565217575	-0.1541501976284585	0.08712888369565554
GRR1	-0.17679827843514556	-0.03557312252964427	-0.2648221343873518	-0.233201581027668	0.1383399209486166	-0.08300395256916997	-0.1346537293478313	-0.11462450592885376	0.015841615217391917
GRX4	0.11049892402196597	0.1225296442687747	0.14624505928853754	0.14624505928853754	-0.11462450592885376	0.05928853754940711	-0.0950496913043515	0.1225296442687747	-0.055445653260871704
GSF2	0.15469849363075236	0.17786561264822134	0.011857707509881422	-0.16205533596837945	0.25691699604743085	-0.3438735177865613	-0.22970342065218277	0.30434782608695654	-0.14257453695652725
GSH2	-0.15469849363075236	-0.08300395256916997	-0.2648221343873518	-0.31225296442687744	0.2490118577075099	-0.08300395256916997	-0.08712888369565554	-0.06719367588932806	0.03960403804347979
GSM1	0.022099784804393195	0.06719367588932806	-0.2885375494071146	-0.13043478260869565	0.08300395256916997	-0.07509881422924901	-0.190099382608703	-0.02766798418972332	-0.055445653260871704
GTB1	-0.022099784804393195	-0.35968379446640314	-0.06719367588932806	0.043478260869565216	-0.09090909090909091	0.2727272727272727	0.49109007173914937	-0.28063241106719367	0.36435715000001406
GTR1	-0.17679827843514556	-0.08300395256916997	-0.09090909090909091	-0.1541501976284585	0.1225296442687747	-0.16205533596837945	-0.031683230434783834	0.1225296442687747	0
GTR2	-0.13259870882635916	0.09956709956709957	-0.047619047619047616	-0.3939393939393939	0.37662337662337664	-0.37662337662337664	-0.2082434400451838	0.11688311688311688	-0.23427387005083178
GUP1	-0.39779612647907747	-0.25691699604743085	-0.1541501976284585	-0.2015810276679842	0.2015810276679842	0.011857707509881422	0.16633695978261512	-0.13043478260869565	0.19802019021739894
