ORF	Gene	gene_set	set_label
YBL028C	YBL028C	ribosome biogenesis	curated_processes
YCR016W	YCR016W	ribosome biogenesis	curated_processes
YGR283C	YGR283C	ribosome biogenesis	curated_processes
YMR310C	YMR310C	ribosome biogenesis	curated_processes
YGR285C	ZUO1	ribosome biogenesis	curated_processes
YDR299W	BFR2	rRNA processing	curated_processes
YPL217C	BMS1	rRNA processing	curated_processes
YOL077C	BRX1	rRNA processing	curated_processes
YCR047C	BUD21	rRNA processing	curated_processes
YCR047C	BUD23	rRNA processing	curated_processes
YGL029W	CGR1	rRNA processing	curated_processes
YLR003C	CMS1	rRNA processing	curated_processes
YNL112W	DBP2	rRNA processing	curated_processes
YGL078C	DBP3	rRNA processing	curated_processes
YLR276C	DBP9	rRNA processing	curated_processes
YPL266W	DIM1	rRNA processing	curated_processes
YLR129W	DIP2	rRNA processing	curated_processes
YLR186W	EMG1	rRNA processing	curated_processes
YBR247C	ENP1	rRNA processing	curated_processes
YGR145W	ENP2	rRNA processing	curated_processes
YDR365C	ESF1	rRNA processing	curated_processes
YNR054C	ESF2	rRNA processing	curated_processes
YIL019W	FAF1	rRNA processing	curated_processes
YDL166C	FAP7	rRNA processing	curated_processes
YDR339C	FCF1	rRNA processing	curated_processes
YLR051C	FCF2	rRNA processing	curated_processes
YHR089C	GAR1	rRNA processing	curated_processes
YJL033W	HCA4	rRNA processing	curated_processes
YLR192C	HCR1	rRNA processing	curated_processes
HRA1	HRA1	rRNA processing	curated_processes
YLR223C	IFH1	rRNA processing	curated_processes
YHR148W	IMP3	rRNA processing	curated_processes
YNL075W	IMP4	rRNA processing	curated_processes
YHR085W	IPI1	rRNA processing	curated_processes
YNL182C	IPI3	rRNA processing	curated_processes
YKR063C	LAS1	rRNA processing	curated_processes
YER127W	LCP5	rRNA processing	curated_processes
YFR001W	LOC1	rRNA processing	curated_processes
YJR002W	MPP10	rRNA processing	curated_processes
YNL124W	NAF1	rRNA processing	curated_processes
YPL126W	NAN1	rRNA processing	curated_processes
YMR285C	NGL2	rRNA processing	curated_processes
YDL208W	NHP2	rRNA processing	curated_processes
YHR072W-A	NOP10	rRNA processing	curated_processes
YOL041C	NOP12	rRNA processing	curated_processes
YDL148C	NOP14	rRNA processing	curated_processes
YNL061W	NOP2	rRNA processing	curated_processes
YPL043W	NOP4	rRNA processing	curated_processes
YPL146C	NOP53	rRNA processing	curated_processes
YOR310C	NOP58	rRNA processing	curated_processes
YER126C	NSA2	rRNA processing	curated_processes
YGR159C	NSR1	rRNA processing	curated_processes
YOR145C	PNO1	rRNA processing	curated_processes
YGL120C	PRP43	rRNA processing	curated_processes
YLR196W	PWP1	rRNA processing	curated_processes
YOR048C	RAT1	rRNA processing	curated_processes
YOL010W	RCL1	rRNA processing	curated_processes
YNL207W	RIO2	rRNA processing	curated_processes
YHR197W	RIX1	rRNA processing	curated_processes
YNL002C	RLP7	rRNA processing	curated_processes
YLR145W	RMP1	rRNA processing	curated_processes
YMR239C	RNT1	rRNA processing	curated_processes
YGL171W	ROK1	rRNA processing	curated_processes
YKR081C	RPF2	rRNA processing	curated_processes
YKL180W	RPL17A	rRNA processing	curated_processes
YJL177W	RPL17B	rRNA processing	curated_processes
YGL030W	RPL30	rRNA processing	curated_processes
YLR185W	RPL37A	rRNA processing	curated_processes
YDR500C	RPL37B	rRNA processing	curated_processes
YGL076C	RPL7A	rRNA processing	curated_processes
YPL198W	RPL7B	rRNA processing	curated_processes
YHL033C	RPL8A	rRNA processing	curated_processes
YLL045C	RPL8B	rRNA processing	curated_processes
YCR031C	RPS14A	rRNA processing	curated_processes
YJL191W	RPS14B	rRNA processing	curated_processes
YDR087C	RRP1	rRNA processing	curated_processes
YPR143W	RRP15	rRNA processing	curated_processes
YHR065C	RRP3	rRNA processing	curated_processes
YMR229C	RRP5	rRNA processing	curated_processes
YCL031C	RRP7	rRNA processing	curated_processes
YPR137W	RRP9	rRNA processing	curated_processes
YDL153C	SAS10	rRNA processing	curated_processes
YIL104C	SHQ1	rRNA processing	curated_processes
YGR081C	SLX9	rRNA processing	curated_processes
snR10	SNR10	rRNA processing	curated_processes
YEL026W	SNU13	rRNA processing	curated_processes
YOR308C	SNU66	rRNA processing	curated_processes
YCL054W	SPB1	rRNA processing	curated_processes
YCR018C	SRD1	rRNA processing	curated_processes
YDL060W	TSR1	rRNA processing	curated_processes
YLR435W	TSR2	rRNA processing	curated_processes
YOR006C	TSR3	rRNA processing	curated_processes
YOL022C	TSR4	rRNA processing	curated_processes
YJL109C	UTP10	rRNA processing	curated_processes
YKL099C	UTP11	rRNA processing	curated_processes
YLR222C	UTP13	rRNA processing	curated_processes
YML093W	UTP14	rRNA processing	curated_processes
YMR093W	UTP15	rRNA processing	curated_processes
YJL069C	UTP18	rRNA processing	curated_processes
YBL004W	UTP20	rRNA processing	curated_processes
YLR409C	UTP21	rRNA processing	curated_processes
YDR324C	UTP4	rRNA processing	curated_processes
YDR398W	UTP5	rRNA processing	curated_processes
YDR449C	UTP6	rRNA processing	curated_processes
YER082C	UTP7	rRNA processing	curated_processes
YGR128C	UTP8	rRNA processing	curated_processes
YHR196W	UTP9	rRNA processing	curated_processes
YOR272W	YTM1	rRNA processing	curated_processes
YDR299W	BFR2	Small Subunit (SSU) processome complex	curated_processes
YCR047C	BUD21	Small Subunit (SSU) processome complex	curated_processes
YLR129W	DIP2	Small Subunit (SSU) processome complex	curated_processes
YGR145W	ENP2	Small Subunit (SSU) processome complex	curated_processes
YNR054C	ESF2	Small Subunit (SSU) processome complex	curated_processes
YDR339C	FCF1	Small Subunit (SSU) processome complex	curated_processes
YJL033W	HCA4	Small Subunit (SSU) processome complex	curated_processes
YHR148W	IMP3	Small Subunit (SSU) processome complex	curated_processes
YNL075W	IMP4	Small Subunit (SSU) processome complex	curated_processes
YJR002W	MPP10	Small Subunit (SSU) processome complex	curated_processes
YPL126W	NAN1	Small Subunit (SSU) processome complex	curated_processes
YMR229C	RRP5	Small Subunit (SSU) processome complex	curated_processes
YPR137W	RRP9	Small Subunit (SSU) processome complex	curated_processes
YDL153C	SAS10	Small Subunit (SSU) processome complex	curated_processes
YJL109C	UTP10	Small Subunit (SSU) processome complex	curated_processes
YKL099C	UTP11	Small Subunit (SSU) processome complex	curated_processes
YLR222C	UTP13	Small Subunit (SSU) processome complex	curated_processes
YML093W	UTP14	Small Subunit (SSU) processome complex	curated_processes
YMR093W	UTP15	Small Subunit (SSU) processome complex	curated_processes
YBL004W	UTP20	Small Subunit (SSU) processome complex	curated_processes
YLR409C	UTP21	Small Subunit (SSU) processome complex	curated_processes
YDR324C	UTP4	Small Subunit (SSU) processome complex	curated_processes
YDR398W	UTP5	Small Subunit (SSU) processome complex	curated_processes
YDR449C	UTP6	Small Subunit (SSU) processome complex	curated_processes
YER082C	UTP7	Small Subunit (SSU) processome complex	curated_processes
YGR128C	UTP8	Small Subunit (SSU) processome complex	curated_processes
YHR196W	UTP9	Small Subunit (SSU) processome complex	curated_processes
YDR101C	ARX1	ribosome export	curated_processes
YLR074C	BUD20	ribosome export	curated_processes
YCR047C	BUD23	ribosome export	curated_processes
YGR218W	CRM1	ribosome export	curated_processes
YAL059W	ECM1	ribosome export	curated_processes
YHR170W	NMD3	ribosome export	curated_processes
YPR144C	NOC4	ribosome export	curated_processes
YNR053C	NOG2	ribosome export	curated_processes
YDL148C	NOP14	ribosome export	curated_processes
YJL010C	NOP9	ribosome export	curated_processes
YER006W	NUG1	ribosome export	curated_processes
YLL034C	RIX7	ribosome export	curated_processes
YHR088W	RPF1	ribosome export	curated_processes
YPL012W	RRP12	ribosome export	curated_processes
YOR294W	RRS1	ribosome export	curated_processes
YPL239W	YAR1	ribosome export	curated_processes
YFL039C	ACT1	spindle assembly	curated_processes
YGL021W	ALK1	spindle assembly	curated_processes
YBL009W	ALK2	spindle assembly	curated_processes
YJR089W	BIR1	spindle assembly	curated_processes
YEL061C	CIN8	spindle assembly	curated_processes
YDL155W	CLB3	spindle assembly	curated_processes
YLR210W	CLB4	spindle assembly	curated_processes
YPL018W	CTF19	spindle assembly	curated_processes
YLR381W	CTF3	spindle assembly	curated_processes
YKR054C	DYN1	spindle assembly	curated_processes
YER133W	GLC7	spindle assembly	curated_processes
YCR065W	HCM1	spindle assembly	curated_processes
YBL063W	KIP1	spindle assembly	curated_processes
YGL216W	KIP3	spindle assembly	curated_processes
YGL086W	MAD1	spindle assembly	curated_processes
YJL030W	MAD2	spindle assembly	curated_processes
YJL013C	MAD3	spindle assembly	curated_processes
YKL089W	MIF2	spindle assembly	curated_processes
YIL144W	NDC80	spindle assembly	curated_processes
YBR156C	SLI15	spindle assembly	curated_processes
YDR356W	SPC110	spindle assembly	curated_processes
YHR172W	SPC97	spindle assembly	curated_processes
YNL126W	SPC98	spindle assembly	curated_processes
YNL012W	SPO1	spindle assembly	curated_processes
YLR045C	STU2	spindle assembly	curated_processes
YLR212C	TUB4	spindle assembly	curated_processes
YDL239C	ADY3	spindle pole body	curated_processes
YLR227C	ADY4	spindle pole body	curated_processes
YPL255W	BBP1	spindle pole body	curated_processes
YOR257W	CDC31	spindle pole body	curated_processes
YNL225C	CNM67	spindle pole body	curated_processes
YDR273W	DON1	spindle pole body	curated_processes
YMR276W	DSK2	spindle pole body	curated_processes
YDR130C	FIN1	spindle pole body	curated_processes
YNL188W	KAR1	spindle pole body	curated_processes
YPR141C	KAR3	spindle pole body	curated_processes
YHR102W	KIC1	spindle pole body	curated_processes
YOR177C	MPC54	spindle pole body	curated_processes
YDL028C	MPS1	spindle pole body	curated_processes
YGL075C	MPS2	spindle pole body	curated_processes
YLR457C	NBP1	spindle pole body	curated_processes
YPL192C	PRM3	spindle pole body	curated_processes
YOR259C	RPT4	spindle pole body	curated_processes
YLL003W	SFI1	spindle pole body	curated_processes
YDR356W	SPC110	spindle pole body	curated_processes
YDR201W	SPC19	spindle pole body	curated_processes
YPL124W	SPC29	spindle pole body	curated_processes
YKR037C	SPC34	spindle pole body	curated_processes
YKL042W	SPC42	spindle pole body	curated_processes
YHR172W	SPC97	spindle pole body	curated_processes
YNL126W	SPC98	spindle pole body	curated_processes
YNL012W	SPO1	spindle pole body	curated_processes
YOL091W	SPO21	spindle pole body	curated_processes
YGL170C	SPO74	spindle pole body	curated_processes
YLR045C	STU2	spindle pole body	curated_processes
YLR212C	TUB4	spindle pole body	curated_processes
YAL011W	SWC3	chromatin remodeling	curated_processes
YAL013W	DEP1	chromatin remodeling	curated_processes
YAL019W	FUN30	chromatin remodeling	curated_processes
YAR003W	SWD1	chromatin remodeling	curated_processes
YBL002W	HTB2	chromatin remodeling	curated_processes
YBL003C	HTA2	chromatin remodeling	curated_processes
YBL052C	SAS3	chromatin remodeling	curated_processes
YBL054W	TOD6	chromatin remodeling	curated_processes
YBR009C	HHF1	chromatin remodeling	curated_processes
YBR010W	HHT1	chromatin remodeling	curated_processes
YBR089C-A	NHP6B	chromatin remodeling	curated_processes
YBR095C	RXT2	chromatin remodeling	curated_processes
YBR103W	SIF2	chromatin remodeling	curated_processes
YBR175W	SWD3	chromatin remodeling	curated_processes
YBR231C	SWC5	chromatin remodeling	curated_processes
YBR245C	ISW1	chromatin remodeling	curated_processes
YBR258C	SHG1	chromatin remodeling	curated_processes
YBR289W	SNF5	chromatin remodeling	curated_processes
YCR020W-B	HTL1	chromatin remodeling	curated_processes
YCR033W	SNT1	chromatin remodeling	curated_processes
YDL002C	NHP10	chromatin remodeling	curated_processes
YDL070W	BDF2	chromatin remodeling	curated_processes
YDL074C	BRE1	chromatin remodeling	curated_processes
YDL076C	RXT3	chromatin remodeling	curated_processes
YDL197C	ASF2	chromatin remodeling	curated_processes
YDR073W	SNF11	chromatin remodeling	curated_processes
YDR096W	GIS1	chromatin remodeling	curated_processes
YDR181C	SAS4	chromatin remodeling	curated_processes
YDR191W	HST4	chromatin remodeling	curated_processes
YDR207C	UME6	chromatin remodeling	curated_processes
YDR225W	HTA1	chromatin remodeling	curated_processes
YDR334W	SWR1	chromatin remodeling	curated_processes
YDR359C	EAF1	chromatin remodeling	curated_processes
YDR363W	ESC2	chromatin remodeling	curated_processes
YDR440W	DOT1	chromatin remodeling	curated_processes
YDR469W	SDC1	chromatin remodeling	curated_processes
YDR485C	VPS72	chromatin remodeling	curated_processes
YEL018W	EAF5	chromatin remodeling	curated_processes
YEL056W	HAT2	chromatin remodeling	curated_processes
YER030W	CHZ1	chromatin remodeling	curated_processes
YER051W	JHD1	chromatin remodeling	curated_processes
YER088C	DOT6	chromatin remodeling	curated_processes
YFL013C	IES1	chromatin remodeling	curated_processes
YFR013W	IOC3	chromatin remodeling	curated_processes
YGL133W	ITC1	chromatin remodeling	curated_processes
YGL194C	HOS2	chromatin remodeling	curated_processes
YGR056W	RSC1	chromatin remodeling	curated_processes
YGR275W	RTT102	chromatin remodeling	curated_processes
YHL025W	SNF6	chromatin remodeling	curated_processes
YHR013C	ARD1	chromatin remodeling	curated_processes
YHR207C	SET5	chromatin remodeling	curated_processes
YIL084C	SDS3	chromatin remodeling	curated_processes
YIL112W	HOS4	chromatin remodeling	curated_processes
YJL065C	DLS1	chromatin remodeling	curated_processes
YJL176C	SWI3	chromatin remodeling	curated_processes
YJR082C	EAF6	chromatin remodeling	curated_processes
YJR119C	JHD2	chromatin remodeling	curated_processes
YKL185W	ASH1	chromatin remodeling	curated_processes
YKR029C	SET3	chromatin remodeling	curated_processes
YKR101W	SIR1	chromatin remodeling	curated_processes
YLR015W	BRE2	chromatin remodeling	curated_processes
YLR052W	IES3	chromatin remodeling	curated_processes
YLR085C	ARP6	chromatin remodeling	curated_processes
YLR095C	IOC2	chromatin remodeling	curated_processes
YLR315W	NKP2	chromatin remodeling	curated_processes
YLR357W	RSC2	chromatin remodeling	curated_processes
YLR385C	SWC7	chromatin remodeling	curated_processes
YLR449W	FPR4	chromatin remodeling	curated_processes
YLR455W	PDP3	chromatin remodeling	curated_processes
YML041C	VPS71	chromatin remodeling	curated_processes
YMR044W	IOC4	chromatin remodeling	curated_processes
YMR069W	NAT4	chromatin remodeling	curated_processes
YMR127C	SAS2	chromatin remodeling	curated_processes
YMR219W	ESC1	chromatin remodeling	curated_processes
YMR263W	SAP30	chromatin remodeling	curated_processes
YNL021W	HDA1	chromatin remodeling	curated_processes
YNL030W	HHF2	chromatin remodeling	curated_processes
YNL031C	HHT2	chromatin remodeling	curated_processes
YNL097C	PHO23	chromatin remodeling	curated_processes
YNL107W	YAF9	chromatin remodeling	curated_processes
YNL136W	EAF7	chromatin remodeling	curated_processes
YNL201C	PSY2	chromatin remodeling	curated_processes
YNL215W	IES2	chromatin remodeling	curated_processes
YNL246W	VPS75	chromatin remodeling	curated_processes
YOL012C	HTZ1	chromatin remodeling	curated_processes
YOL017W	ESC8	chromatin remodeling	curated_processes
YOL068C	HST1	chromatin remodeling	curated_processes
YOR025W	HST3	chromatin remodeling	curated_processes
YOR064C	YNG1	chromatin remodeling	curated_processes
YOR141C	ARP8	chromatin remodeling	curated_processes
YOR189W	IES4	chromatin remodeling	curated_processes
YOR213C	SAS5	chromatin remodeling	curated_processes
YOR279C	RFM1	chromatin remodeling	curated_processes
YOR304W	ISW2	chromatin remodeling	curated_processes
YPL001W	HAT1	chromatin remodeling	curated_processes
YPL015C	HST2	chromatin remodeling	curated_processes
YPL055C	LGE1	chromatin remodeling	curated_processes
YPL116W	HOS3	chromatin remodeling	curated_processes
YPL127C	HHO1	chromatin remodeling	curated_processes
YPL138C	SPP1	chromatin remodeling	curated_processes
YPL181W	CTI6	chromatin remodeling	curated_processes
YPR052C	NHP6A	chromatin remodeling	curated_processes
YPR068C	HOS1	chromatin remodeling	curated_processes
YPR179C	HDA3	chromatin remodeling	curated_processes
YPR193C	HPA2	chromatin remodeling	curated_processes
YKR068C	BET3	TRAPP complex	wodak_complexes
YML077W	BET5	TRAPP complex	wodak_complexes
YDR108W	GSG1	TRAPP complex	wodak_complexes
YGR166W	KRE11	TRAPP complex	wodak_complexes
YDR407C	TRS120	TRAPP complex	wodak_complexes
YMR218C	TRS130	TRAPP complex	wodak_complexes
YBR254C	TRS20	TRAPP complex	wodak_complexes
YDR246W	TRS23	TRAPP complex	wodak_complexes
YDR472W	TRS31	TRAPP complex	wodak_complexes
YOR115C	TRS33	TRAPP complex	wodak_complexes
YNL021W	HDA1	histone deacetylase complex	wodak_complexes
YDR295C	HDA2	histone deacetylase complex	wodak_complexes
YPR179C	HDA3	histone deacetylase complex	wodak_complexes
YDR448W	ADA2	Ada2p/Gcn5p/Ada3 transcription activator complex	wodak_complexes
YOR023C	AHC1	Ada2p/Gcn5p/Ada3 transcription activator complex	wodak_complexes
YGR252W	GCN5	Ada2p/Gcn5p/Ada3 transcription activator complex	wodak_complexes
YPL254W	HFI1	Ada2p/Gcn5p/Ada3 transcription activator complex	wodak_complexes
YDR176W	NGG1	Ada2p/Gcn5p/Ada3 transcription activator complex	wodak_complexes
YJL065C	DLS1	chromatin accessibility complex	wodak_complexes
YDR121W	DPB4	chromatin accessibility complex	wodak_complexes
YOR304W	ISW2	chromatin accessibility complex	wodak_complexes
YGL133W	ITC1	chromatin accessibility complex	wodak_complexes
YGL051W	MST27	Mst27p/Mst28p complex	wodak_complexes
YAR033W	MST28	Mst27p/Mst28p complex	wodak_complexes
YPL048W	CAM1	eEF1	wodak_complexes
YAL003W	EFB1	eEF1	wodak_complexes
YPR080W	TEF1	eEF1	wodak_complexes
YBR118W	TEF2	eEF1	wodak_complexes
YKL081W	TEF4	eEF1	wodak_complexes
YJR060W	CBF1	Cbf1p/Met4p/Met28p complex	wodak_complexes
YIR017C	MET28	Cbf1p/Met4p/Met28p complex	wodak_complexes
YNL103W	MET4	Cbf1p/Met4p/Met28p complex	wodak_complexes
YDL043C	PRP11	Prp9p/Prp11p/Prp21p complex(SF3a complex)	wodak_complexes
YJL203W	PRP21	Prp9p/Prp11p/Prp21p complex(SF3a complex)	wodak_complexes
YDL030W	PRP9	Prp9p/Prp11p/Prp21p complex(SF3a complex)	wodak_complexes
YIR017C	MET28	Met4p/Met28p/Met31p complex	wodak_complexes
YPL038W	MET31	Met4p/Met28p/Met31p complex	wodak_complexes
YNL103W	MET4	Met4p/Met28p/Met31p complex	wodak_complexes
YJL085W	EXO70	Exocyst complex	wodak_complexes
YBR102C	EXO84	Exocyst complex	wodak_complexes
YLR166C	SEC10	Exocyst complex	wodak_complexes
YGL233W	SEC15	Exocyst complex	wodak_complexes
YER008C	SEC3	Exocyst complex	wodak_complexes
YDR166C	SEC5	Exocyst complex	wodak_complexes
YIL068C	SEC6	Exocyst complex	wodak_complexes
YPR055W	SEC8	Exocyst complex	wodak_complexes
YER019C-A	SBH2	Ssh1p translocon complex	wodak_complexes
YBR283C	SSH1	Ssh1p translocon complex	wodak_complexes
YDR086C	SSS1	Ssh1p translocon complex	wodak_complexes
YHR158C	KEL1	Kel1p/Kel2p complex	wodak_complexes
YGR238C	KEL2	Kel1p/Kel2p complex	wodak_complexes
YDL175C	AIR2	TRAMP complex (Air2p)	wodak_complexes
YJL050W	MTR4	TRAMP complex (Air2p)	wodak_complexes
YOL115W	PAP2	TRAMP complex (Air2p)	wodak_complexes
YIL033C	BCY1	cAMP-dependent protein kinase	wodak_complexes
YJL164C	TPK1	cAMP-dependent protein kinase	wodak_complexes
YPL203W	TPK2	cAMP-dependent protein kinase	wodak_complexes
YKL166C	TPK3	cAMP-dependent protein kinase	wodak_complexes
YMR023C	MSS1	Mto1p/Mss1p complex	wodak_complexes
YGL236C	MTO1	Mto1p/Mss1p complex	wodak_complexes
YGR188C	BUB1	Bub1p/Bub3p complex	wodak_complexes
YOR026W	BUB3	Bub1p/Bub3p complex	wodak_complexes
YNL076W	MKS1	Mks1p/Rtg2p complex	wodak_complexes
YGL252C	RTG2	Mks1p/Rtg2p complex	wodak_complexes
YBR131W	CCZ1	Mon1p/Ccz1p complex	wodak_complexes
YGL124C	MON1	Mon1p/Ccz1p complex	wodak_complexes
YIL062C	ARC15	Arp2/3 protein complex	wodak_complexes
YLR370C	ARC18	Arp2/3 protein complex	wodak_complexes
YKL013C	ARC19	Arp2/3 protein complex	wodak_complexes
YNR035C	ARC35	Arp2/3 protein complex	wodak_complexes
YBR234C	ARC40	Arp2/3 protein complex	wodak_complexes
YDL029W	ARP2	Arp2/3 protein complex	wodak_complexes
YJR065C	ARP3	Arp2/3 protein complex	wodak_complexes
YDR013W	PSF1	GINS complex	wodak_complexes
YJL072C	PSF2	GINS complex	wodak_complexes
YOL146W	PSF3	GINS complex	wodak_complexes
YDR489W	SLD5	GINS complex	wodak_complexes
YOL090W	MSH2	MSH2p/MSH6p complex	wodak_complexes
YDR097C	MSH6	MSH2p/MSH6p complex	wodak_complexes
YNL072W	RNH201	ribonuclease H2 complex	wodak_complexes
YDR279W	RNH202	ribonuclease H2 complex	wodak_complexes
YLR154C	RNH203	ribonuclease H2 complex	wodak_complexes
YBR045C	GIP1	Gip1p/Glc7p complex	wodak_complexes
YER133W	GLC7	Gip1p/Glc7p complex	wodak_complexes
YBR036C	CSG2	Sur1p/Csg2p complex	wodak_complexes
YPL057C	SUR1	Sur1p/Csg2p complex	wodak_complexes
YER012W	PRE1	20S proteasome	wodak_complexes
YOR362C	PRE10	20S proteasome	wodak_complexes
YPR103W	PRE2	20S proteasome	wodak_complexes
YJL001W	PRE3	20S proteasome	wodak_complexes
YFR050C	PRE4	20S proteasome	wodak_complexes
YMR314W	PRE5	20S proteasome	wodak_complexes
YOL038W	PRE6	20S proteasome	wodak_complexes
YBL041W	PRE7	20S proteasome	wodak_complexes
YML092C	PRE8	20S proteasome	wodak_complexes
YGR135W	PRE9	20S proteasome	wodak_complexes
YOR157C	PUP1	20S proteasome	wodak_complexes
YGR253C	PUP2	20S proteasome	wodak_complexes
YER094C	PUP3	20S proteasome	wodak_complexes
YGL011C	SCL1	20S proteasome	wodak_complexes
YLR270W	DCS1	Dcs1p/Dcs2 heterodimer	wodak_complexes
YOR173W	DCS2	Dcs1p/Dcs2 heterodimer	wodak_complexes
YOR210W	RPB10	DNA-directed RNA polymerase II complex	wodak_complexes
YOL005C	RPB11	DNA-directed RNA polymerase II complex	wodak_complexes
YOR151C	RPB2	DNA-directed RNA polymerase II complex	wodak_complexes
YIL021W	RPB3	DNA-directed RNA polymerase II complex	wodak_complexes
YJL140W	RPB4	DNA-directed RNA polymerase II complex	wodak_complexes
YBR154C	RPB5	DNA-directed RNA polymerase II complex	wodak_complexes
YDR404C	RPB7	DNA-directed RNA polymerase II complex	wodak_complexes
YOR224C	RPB8	DNA-directed RNA polymerase II complex	wodak_complexes
YGL070C	RPB9	DNA-directed RNA polymerase II complex	wodak_complexes
YHR143W-A	RPC10	DNA-directed RNA polymerase II complex	wodak_complexes
YDL140C	RPO21	DNA-directed RNA polymerase II complex	wodak_complexes
YPR187W	RPO26	DNA-directed RNA polymerase II complex	wodak_complexes
YPL194W	DDC1	Rad17p/Ddc1p/Mec3p complex	wodak_complexes
YLR288C	MEC3	Rad17p/Ddc1p/Mec3p complex	wodak_complexes
YOR368W	RAD17	Rad17p/Ddc1p/Mec3p complex	wodak_complexes
YBR123C	TFC1	transcription factor TFIIIC complex	wodak_complexes
YAL001C	TFC3	transcription factor TFIIIC complex	wodak_complexes
YGR047C	TFC4	transcription factor TFIIIC complex	wodak_complexes
YDR362C	TFC6	transcription factor TFIIIC complex	wodak_complexes
YOR110W	TFC7	transcription factor TFIIIC complex	wodak_complexes
YPL007C	TFC8	transcription factor TFIIIC complex	wodak_complexes
YBL008W	HIR1	HIR complex	wodak_complexes
YOR038C	HIR2	HIR complex	wodak_complexes
YJR140C	HIR3	HIR complex	wodak_complexes
YBR215W	HPC2	HIR complex	wodak_complexes
YKL112W	ABF1	nucleotide-excision repair factor 4 complex	wodak_complexes
YPL046C	ELC1	nucleotide-excision repair factor 4 complex	wodak_complexes
YBR114W	RAD16	nucleotide-excision repair factor 4 complex	wodak_complexes
YJR052W	RAD7	nucleotide-excision repair factor 4 complex	wodak_complexes
YLR233C	EST1	Telomerase	wodak_complexes
YLR318W	EST2	Telomerase	wodak_complexes
YIL009C-A	EST3	Telomerase	wodak_complexes
YOL124C	TRM11	adoMet-dependent tRNA methyltransferase (Mtase) Complex	wodak_complexes
YNR046W	TRM112	adoMet-dependent tRNA methyltransferase (Mtase) Complex	wodak_complexes
YBR112C	CYC8	Sko1p/Cyc8p/Tup1 repressor complex	wodak_complexes
YNL167C	SKO1	Sko1p/Cyc8p/Tup1 repressor complex	wodak_complexes
YCR084C	TUP1	Sko1p/Cyc8p/Tup1 repressor complex	wodak_complexes
YDL116W	NUP84	Nup84p complex	wodak_complexes
YJR042W	NUP85	Nup84p complex	wodak_complexes
YKL057C	NUP120	Nup84p complex	wodak_complexes
YGL092W	NUP145	Nup84p complex	wodak_complexes
YLR208W	SEC13	Nup84p complex	wodak_complexes
YGL100W	SEH1	Nup84p complex	wodak_complexes
YML065W	ORC1	Origin recognition complex	wodak_complexes
YBR060C	ORC2	Origin recognition complex	wodak_complexes
YLL004W	ORC3	Origin recognition complex	wodak_complexes
YPR162C	ORC4	Origin recognition complex	wodak_complexes
YNL261W	ORC5	Origin recognition complex	wodak_complexes
YHR118C	ORC6	Origin recognition complex	wodak_complexes
YAL010C	MDM10	mitochondrial sorting and assembly machinery complex	wodak_complexes
YHR083W	SAM35	mitochondrial sorting and assembly machinery complex	wodak_complexes
YMR060C	SAM37	mitochondrial sorting and assembly machinery complex	wodak_complexes
YNL026W	SAM50	mitochondrial sorting and assembly machinery complex	wodak_complexes
YMR167W	MLH1	Mlh1p/Mlh3p complex	wodak_complexes
YPL164C	MLH3	Mlh1p/Mlh3p complex	wodak_complexes
YEL027W	CUP5	H+-transporting ATPase, vacuolar	wodak_complexes
YHR026W	PPA1	H+-transporting ATPase, vacuolar	wodak_complexes
YDL185W	TFP1	H+-transporting ATPase, vacuolar	wodak_complexes
YPL234C	TFP3	H+-transporting ATPase, vacuolar	wodak_complexes
YHR039C-A	VMA10	H+-transporting ATPase, vacuolar	wodak_complexes
YPR036W	VMA13	H+-transporting ATPase, vacuolar	wodak_complexes
YBR127C	VMA2	H+-transporting ATPase, vacuolar	wodak_complexes
YOR332W	VMA4	H+-transporting ATPase, vacuolar	wodak_complexes
YKL080W	VMA5	H+-transporting ATPase, vacuolar	wodak_complexes
YLR447C	VMA6	H+-transporting ATPase, vacuolar	wodak_complexes
YGR020C	VMA7	H+-transporting ATPase, vacuolar	wodak_complexes
YEL051W	VMA8	H+-transporting ATPase, vacuolar	wodak_complexes
YOR270C	VPH1	H+-transporting ATPase, vacuolar	wodak_complexes
YBR160W	CDC28	Cdc28p/Clb5p complex	wodak_complexes
YPR120C	CLB5	Cdc28p/Clb5p complex	wodak_complexes
YNL221C	POP1	nucleolar ribonuclease P complex	wodak_complexes
YNL282W	POP3	nucleolar ribonuclease P complex	wodak_complexes
YBR257W	POP4	nucleolar ribonuclease P complex	wodak_complexes
YAL033W	POP5	nucleolar ribonuclease P complex	wodak_complexes
YGR030C	POP6	nucleolar ribonuclease P complex	wodak_complexes
YBR167C	POP7	nucleolar ribonuclease P complex	wodak_complexes
YBL018C	POP8	nucleolar ribonuclease P complex	wodak_complexes
YIR015W	RPR2	nucleolar ribonuclease P complex	wodak_complexes
YHR062C	RPP1	nucleolar ribonuclease P complex	wodak_complexes
YLR163C	MAS1	mitochondrial processing peptidase complex	wodak_complexes
YHR024C	MAS2	mitochondrial processing peptidase complex	wodak_complexes
YKR020W	VPS51	GARP complex	wodak_complexes
YDR484W	VPS52	GARP complex	wodak_complexes
YJL029C	VPS53	GARP complex	wodak_complexes
YDR027C	VPS54	GARP complex	wodak_complexes
YGR092W	DBF2	Mob1p/Dbf2p complex	wodak_complexes
