ORF	Gene	gene_set	set_label
YDR243C	PRP28	U5 snRNP complex	wodak_complexes
YHR156C	LIN1	U5 snRNP complex	wodak_complexes
YPR082C	DIB1	U5 snRNP complex	wodak_complexes
YCR066W	RAD18	Rad6p/Rad18p complex	wodak_complexes
YGL058W	RAD6	Rad6p/Rad18p complex	wodak_complexes
YGL087C	MMS2	ubiquitin conjugating enzyme complex	wodak_complexes
YDR092W	UBC13	ubiquitin conjugating enzyme complex	wodak_complexes
YCR009C	RVS161	Rvs161p/Rvs167p complex	wodak_complexes
YDR388W	RVS167	Rvs161p/Rvs167p complex	wodak_complexes
YML105C	SEC65	Signal recognition particle (SRP)	wodak_complexes
YDL092W	SRP14	Signal recognition particle (SRP)	wodak_complexes
YKL122C	SRP21	Signal recognition particle (SRP)	wodak_complexes
YPR088C	SRP54	Signal recognition particle (SRP)	wodak_complexes
YPL243W	SRP68	Signal recognition particle (SRP)	wodak_complexes
YPL210C	SRP72	Signal recognition particle (SRP)	wodak_complexes
YMR042W	ARG80	ARGR complex	wodak_complexes
YML099C	ARG81	ARGR complex	wodak_complexes
YDR173C	ARG82	ARGR complex	wodak_complexes
YMR043W	MCM1	ARGR complex	wodak_complexes
YGL033W	HOP2	Hop2p/Mnd1p complex	wodak_complexes
YGL183C	MND1	Hop2p/Mnd1p complex	wodak_complexes
YPL004C	LSP1	Eisosome	wodak_complexes
YGR086C	PIL1	Eisosome	wodak_complexes
YIL142W	CCT2	chaperonin-containing T-complex	wodak_complexes
YJL014W	CCT3	chaperonin-containing T-complex	wodak_complexes
YDL143W	CCT4	chaperonin-containing T-complex	wodak_complexes
YJR064W	CCT5	chaperonin-containing T-complex	wodak_complexes
YDR188W	CCT6	chaperonin-containing T-complex	wodak_complexes
YJL111W	CCT7	chaperonin-containing T-complex	wodak_complexes
YJL008C	CCT8	chaperonin-containing T-complex	wodak_complexes
YDR212W	TCP1	chaperonin-containing T-complex	wodak_complexes
YDR138W	HPR1	THO complex	wodak_complexes
YML062C	MFT1	THO complex	wodak_complexes
YNL139C	RLR1	THO complex	wodak_complexes
YHR167W	THP2	THO complex	wodak_complexes
YDR180W	SCC2	cohesin loading factor complex	wodak_complexes
YER147C	SCC4	cohesin loading factor complex	wodak_complexes
YPL219W	PCL8	Pho85p/Pcl8p complex	wodak_complexes
YPL031C	PHO85	Pho85p/Pcl8p complex	wodak_complexes
YKR054C	DYN1	cytoplasmic dynein complex	wodak_complexes
YDR424C	DYN2	cytoplasmic dynein complex	wodak_complexes
YMR299C	DYN3	cytoplasmic dynein complex	wodak_complexes
YDR488C	PAC11	cytoplasmic dynein complex	wodak_complexes
YGL047W	ALG13	UDP-N-acetylglucosamine transferase complex	wodak_complexes
YBR070C	ALG14	UDP-N-acetylglucosamine transferase complex	wodak_complexes
YLR398C	SKI2	Ski Complex	wodak_complexes
YPR189W	SKI3	Ski Complex	wodak_complexes
YGL213C	SKI8	Ski Complex	wodak_complexes
YPL129W	TAF14	transcription factor TFIIF complex	wodak_complexes
YGR186W	TFG1	transcription factor TFIIF complex	wodak_complexes
YGR005C	TFG2	transcription factor TFIIF complex	wodak_complexes
YJR033C	RAV1	RAVE complex	wodak_complexes
YDR202C	RAV2	RAVE complex	wodak_complexes
YDR328C	SKP1	RAVE complex	wodak_complexes
YPL094C	SEC62	Sec62p/Sec63p complex	wodak_complexes
YOR254C	SEC63	Sec62p/Sec63p complex	wodak_complexes
YBR171W	SEC66	Sec62p/Sec63p complex	wodak_complexes
YLR292C	SEC72	Sec62p/Sec63p complex	wodak_complexes
YGR200C	ELP2	Elongator complex	wodak_complexes
YPL086C	ELP3	Elongator complex	wodak_complexes
YPL101W	ELP4	Elongator complex	wodak_complexes
YMR312W	ELP6	Elongator complex	wodak_complexes
YHR187W	IKI1	Elongator complex	wodak_complexes
YLR384C	IKI3	Elongator complex	wodak_complexes
YJR082C	EAF6	NuA3 histone acetyltransferase complex	wodak_complexes
YBL052C	SAS3	NuA3 histone acetyltransferase complex	wodak_complexes
YPL129W	TAF14	NuA3 histone acetyltransferase complex	wodak_complexes
YOR064C	YNG1	NuA3 histone acetyltransferase complex	wodak_complexes
YPR031W	NTO1	NuA3 histone acetyltransferase complex	wodak_complexes
YBR128C	ATG14	phosphatidylinositol (PtdIns) 3-kinase complex (functions in autophagy)	wodak_complexes
YBR097W	VPS15	phosphatidylinositol (PtdIns) 3-kinase complex (functions in autophagy)	wodak_complexes
YPL120W	VPS30	phosphatidylinositol (PtdIns) 3-kinase complex (functions in autophagy)	wodak_complexes
YLR240W	VPS34	phosphatidylinositol (PtdIns) 3-kinase complex (functions in autophagy)	wodak_complexes
YER025W	GCD11	eIF2	wodak_complexes
YJR007W	SUI2	eIF2	wodak_complexes
YPL237W	SUI3	eIF2	wodak_complexes
YGR181W	TIM13	Tim8p/Tim13p complex	wodak_complexes
YJR135W-A	TIM8	Tim8p/Tim13p complex	wodak_complexes
YOR217W	RFC1	DNA replication factor C complex (Rcf1p)	wodak_complexes
YJR068W	RFC2	DNA replication factor C complex (Rcf1p)	wodak_complexes
YNL290W	RFC3	DNA replication factor C complex (Rcf1p)	wodak_complexes
YOL094C	RFC4	DNA replication factor C complex (Rcf1p)	wodak_complexes
YBR087W	RFC5	DNA replication factor C complex (Rcf1p)	wodak_complexes
YIL125W	KGD1	mitochondrial oxoglutarate dehydrogenase complex	wodak_complexes
YDR148C	KGD2	mitochondrial oxoglutarate dehydrogenase complex	wodak_complexes
YFL018C	LPD1	mitochondrial oxoglutarate dehydrogenase complex	wodak_complexes
YBR211C	AME1	COMA complex	wodak_complexes
YDR254W	CHL4	COMA complex	wodak_complexes
YPL018W	CTF19	COMA complex	wodak_complexes
YBR107C	IML3	COMA complex	wodak_complexes
YDR318W	MCM21	COMA complex	wodak_complexes
YPR046W	MCM16	COMA complex	wodak_complexes
YGR179C	OKP1	COMA complex	wodak_complexes
YOL076W	MDM20	NatB complex	wodak_complexes
YPR131C	NAT3	NatB complex	wodak_complexes
YBR109C	CMD1	SPB components	wodak_complexes
YNL225C	CNM67	SPB components	wodak_complexes
YOR373W	NUD1	SPB components	wodak_complexes
YDR356W	SPC110	SPB components	wodak_complexes
YPL124W	SPC29	SPB components	wodak_complexes
YKL042W	SPC42	SPB components	wodak_complexes
YAL047C	SPC72	SPB components	wodak_complexes
YML029W	USA1	ubiquitin ligase ERAD-L complex	wodak_complexes
YBR201W	DER1	ubiquitin ligase ERAD-L complex	wodak_complexes
YDR057W	YOS9	ubiquitin ligase ERAD-L complex	wodak_complexes
YOL013C	HRD1	ubiquitin ligase ERAD-L complex	wodak_complexes
YLR207W	HRD3	ubiquitin ligase ERAD-L complex	wodak_complexes
YGR206W	MVB12	ESCRT I complex	wodak_complexes
YLR119W	SRN2	ESCRT I complex	wodak_complexes
YCL008C	STP22	ESCRT I complex	wodak_complexes
YPL065W	VPS28	ESCRT I complex	wodak_complexes
YPL001W	HAT1	HAT-B complex	wodak_complexes
YEL056W	HAT2	HAT-B complex	wodak_complexes
YLL022C	HIF1	HAT-B complex	wodak_complexes
YJL005W	CYR1	adenylyl cyclase complex	wodak_complexes
YNL138W	SRV2	adenylyl cyclase complex	wodak_complexes
YDR265W	PEX10	RING finger peroxin complex	wodak_complexes
YMR026C	PEX12	RING finger peroxin complex	wodak_complexes
YJL210W	PEX2	RING finger peroxin complex	wodak_complexes
YMR108W	ILV2	acetolactate synthase complex	wodak_complexes
YCL009C	ILV6	acetolactate synthase complex	wodak_complexes
YGR132C	PHB1	prohibitin complex	wodak_complexes
YGR231C	PHB2	prohibitin complex	wodak_complexes
YHL002W	HSE1	Hse1p/Vps27p complex	wodak_complexes
YNR006W	VPS27	Hse1p/Vps27p complex	wodak_complexes
YGL190C	CDC55	protein phosphatase type 2A complex (Cdc55p)	wodak_complexes
YDL134C	PPH21	protein phosphatase type 2A complex (Cdc55p)	wodak_complexes
YAL016W	TPD3	protein phosphatase type 2A complex (Cdc55p)	wodak_complexes
YOL096C	COQ3	Q-biosynthetic Coq polypeptide complex	wodak_complexes
YDR204W	COQ4	Q-biosynthetic Coq polypeptide complex	wodak_complexes
YBR160W	CDC28	Cdc28p/Clb1p complex	wodak_complexes
YGR108W	CLB1	Cdc28p/Clb1p complex	wodak_complexes
YER172C	BRR2	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YPR082C	DIB1	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YBL026W	LSM2	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YLR438C-A	LSM3	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YER112W	LSM4	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YER146W	LSM5	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YDR378C	LSM6	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YNL147W	LSM7	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YJR022W	LSM8	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YGR006W	PRP18	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YDR473C	PRP3	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YGR091W	PRP31	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YGR075C	PRP38	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YPR178W	PRP4	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YBR055C	PRP6	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YHR165C	PRP8	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YER029C	SMB1	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YGR074W	SMD1	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YLR275W	SMD2	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YLR147C	SMD3	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YOR159C	SME1	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YFL017W-A	SMX2	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YPR182W	SMX3	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YKL173W	SNU114	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YEL026W	SNU13	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YDL098C	SNU23	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YOR308C	SNU66	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YBR152W	SPP381	U4/U6 x U5 tri-snRNP complex	wodak_complexes
YCL044C	MGR1	i-AAA complex	wodak_complexes
YPR024W	YME1	i-AAA complex	wodak_complexes
YOL090W	MSH2	MSH2p/MSH3p complex	wodak_complexes
YCR092C	MSH3	MSH2p/MSH3p complex	wodak_complexes
YFR028C	CDC14	RENT complex	wodak_complexes
YJL076W	NET1	RENT complex	wodak_complexes
YDL042C	SIR2	RENT complex	wodak_complexes
YJL088W	ARG3	Car1p/Arg3p complex	wodak_complexes
YPL111W	CAR1	Car1p/Arg3p complex	wodak_complexes
YJL041W	NSP1	Nsp1p/Nup82p complex	wodak_complexes
YJL061W	NUP82	Nsp1p/Nup82p complex	wodak_complexes
YJL071W	ARG2	Arg2p/Arg5,6p complex	wodak_complexes
YER069W	ARG5,6	Arg2p/Arg5,6p complex	wodak_complexes
YGR063C	SPT4	DSIF complex	wodak_complexes
YML010W	SPT5	DSIF complex	wodak_complexes
YLR342W	FKS1	1,3-beta-glucan synthase complex (Fks1p/Rho1p)	wodak_complexes
YPR165W	RHO1	1,3-beta-glucan synthase complex (Fks1p/Rho1p)	wodak_complexes
YOR207C	RET1	DNA-directed RNA polymerase III complex	wodak_complexes
YOR210W	RPB10	DNA-directed RNA polymerase III complex	wodak_complexes
YBR154C	RPB5	DNA-directed RNA polymerase III complex	wodak_complexes
YOR224C	RPB8	DNA-directed RNA polymerase III complex	wodak_complexes
YHR143W-A	RPC10	DNA-directed RNA polymerase III complex	wodak_complexes
YDR045C	RPC11	DNA-directed RNA polymerase III complex	wodak_complexes
YJL011C	RPC17	DNA-directed RNA polymerase III complex	wodak_complexes
YNL113W	RPC19	DNA-directed RNA polymerase III complex	wodak_complexes
YKL144C	RPC25	DNA-directed RNA polymerase III complex	wodak_complexes
YNL151C	RPC31	DNA-directed RNA polymerase III complex	wodak_complexes
YNR003C	RPC34	DNA-directed RNA polymerase III complex	wodak_complexes
YKR025W	RPC37	DNA-directed RNA polymerase III complex	wodak_complexes
YPR110C	RPC40	DNA-directed RNA polymerase III complex	wodak_complexes
YDL150W	RPC53	DNA-directed RNA polymerase III complex	wodak_complexes
YPR190C	RPC82	DNA-directed RNA polymerase III complex	wodak_complexes
YPR187W	RPO26	DNA-directed RNA polymerase III complex	wodak_complexes
YOR116C	RPO31	DNA-directed RNA polymerase III complex	wodak_complexes
YML069W	POB3	FACT complex	wodak_complexes
YGL207W	SPT16	FACT complex	wodak_complexes
YNL085W	MKT1	Mtk1p/Pbp1p complex	wodak_complexes
YGR178C	PBP1	Mtk1p/Pbp1p complex	wodak_complexes
YGR240C	PFK1	6-phosphofructokinase complex	wodak_complexes
YMR205C	PFK2	6-phosphofructokinase complex	wodak_complexes
YMR078C	CTF18	DNA replication factor C complex (Ctf18p/Ctf8p/dcc1p)	wodak_complexes
YHR191C	CTF8	DNA replication factor C complex (Ctf18p/Ctf8p/dcc1p)	wodak_complexes
YCL016C	DCC1	DNA replication factor C complex (Ctf18p/Ctf8p/dcc1p)	wodak_complexes
YJR068W	RFC2	DNA replication factor C complex (Ctf18p/Ctf8p/dcc1p)	wodak_complexes
YNL290W	RFC3	DNA replication factor C complex (Ctf18p/Ctf8p/dcc1p)	wodak_complexes
YOL094C	RFC4	DNA replication factor C complex (Ctf18p/Ctf8p/dcc1p)	wodak_complexes
YBR087W	RFC5	DNA replication factor C complex (Ctf18p/Ctf8p/dcc1p)	wodak_complexes
YER038C	KRE29	smc5p-Smc6p complex	wodak_complexes
YEL019C	MMS21	smc5p-Smc6p complex	wodak_complexes
YLR007W	NSE1	smc5p-Smc6p complex	wodak_complexes
YDR288W	NSE3	smc5p-Smc6p complex	wodak_complexes
YDL105W	NSE4	smc5p-Smc6p complex	wodak_complexes
YML023C	NSE5	smc5p-Smc6p complex	wodak_complexes
YOL034W	SMC5	smc5p-Smc6p complex	wodak_complexes
YLR383W	SMC6	smc5p-Smc6p complex	wodak_complexes
YER030W	CHZ1	Chz1p/Htz1p/Htb1p complex	wodak_complexes
YDR224C	HTB1	Chz1p/Htz1p/Htb1p complex	wodak_complexes
YOL012C	HTZ1	Chz1p/Htz1p/Htb1p complex	wodak_complexes
YNL039W	BDP1	transcription factor TFIIIB complex	wodak_complexes
YGR246C	BRF1	transcription factor TFIIIB complex	wodak_complexes
YER148W	SPT15	transcription factor TFIIIB complex	wodak_complexes
YNR038W	DBP6	Npa2p-containing subcomplex	wodak_complexes
YOL144W	NOP8	Npa2p-containing subcomplex	wodak_complexes
YLR221C	RSA3	Npa2p-containing subcomplex	wodak_complexes
YKL014C	URB1	Npa2p-containing subcomplex	wodak_complexes
YJR041C	URB2	Npa2p-containing subcomplex	wodak_complexes
Q0105	COB	Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex, complex III)	wodak_complexes
YBL045C	COR1	Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex, complex III)	wodak_complexes
YOR065W	CYT1	Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex, complex III)	wodak_complexes
YHR001W-A	QCR10	Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex, complex III)	wodak_complexes
YPR191W	QCR2	Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex, complex III)	wodak_complexes
YFR033C	QCR6	Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex, complex III)	wodak_complexes
YDR529C	QCR7	Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex, complex III)	wodak_complexes
YJL166W	QCR8	Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex, complex III)	wodak_complexes
YGR183C	QCR9	Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex, complex III)	wodak_complexes
YEL024W	RIP1	Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex, complex III)	wodak_complexes
YFR040W	SAP155	Sap155p/Sit4p complex	wodak_complexes
YDL047W	SIT4	Sap155p/Sit4p complex	wodak_complexes
YNL062C	GCD10	Gcd10p/Gcd14p complex	wodak_complexes
YJL125C	GCD14	Gcd10p/Gcd14p complex	wodak_complexes
YHR098C	SFB3	Sfb3p/Sec23p complex	wodak_complexes
YPR181C	SEC23	Sfb3p/Sec23p complex	wodak_complexes
YFR030W	MET10	sulfite reductase complex (NADPH)	wodak_complexes
YJR137C	ECM17	sulfite reductase complex (NADPH)	wodak_complexes
YBL016W	FUS3	STE5-MAPK complex	wodak_complexes
YLR362W	STE11	STE5-MAPK complex	wodak_complexes
YDR103W	STE5	STE5-MAPK complex	wodak_complexes
YDL159W	STE7	STE5-MAPK complex	wodak_complexes
YMR058W	FET3	Permease-Oxidase Complex	wodak_complexes
YER145C	FTR1	Permease-Oxidase Complex	wodak_complexes
YER017C	AFG3	m-AAA complex	wodak_complexes
YMR089C	YTA12	m-AAA complex	wodak_complexes
YKL139W	CTK1	carboxy-terminal domain protein kinase complex	wodak_complexes
YJL006C	CTK2	carboxy-terminal domain protein kinase complex	wodak_complexes
YML112W	CTK3	carboxy-terminal domain protein kinase complex	wodak_complexes
YBR160W	CDC28	Cdc28p/Clb6p complex	wodak_complexes
YGR109C	CLB6	Cdc28p/Clb6p complex	wodak_complexes
YPL050C	MNN9	alpha-1,6-mannosyltransferase complex(Van1p/Mnn9p)	wodak_complexes
YML115C	VAN1	alpha-1,6-mannosyltransferase complex(Van1p/Mnn9p)	wodak_complexes
YDL017W	CDC7	Cdc7p/Dbf4p complex	wodak_complexes
YDR052C	DBF4	Cdc7p/Dbf4p complex	wodak_complexes
YER070W	RNR1	ribonucleoside-diphosphate reductase complex	wodak_complexes
YJL026W	RNR2	ribonucleoside-diphosphate reductase complex	wodak_complexes
YGR180C	RNR4	ribonucleoside-diphosphate reductase complex	wodak_complexes
YGR163W	GTR2	EGO complex	wodak_complexes
YKR007W	MEH1	EGO complex	wodak_complexes
YBR077C	SLM4	EGO complex	wodak_complexes
YHR172W	SPC97	gamma-tubulin complex	wodak_complexes
YNL126W	SPC98	gamma-tubulin complex	wodak_complexes
YLR212C	TUB4	gamma-tubulin complex	wodak_complexes
YNL084C	END3	actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex	wodak_complexes
YIR006C	PAN1	actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex	wodak_complexes
YBL007C	SLA1	actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex	wodak_complexes
YDR221W	GTB1	Rot2p/Gtb1p complex	wodak_complexes
YBR229C	ROT2	Rot2p/Gtb1p complex	wodak_complexes
YMR095C	SNO1	Sno1p/Snz1p complex	wodak_complexes
YMR096W	SNZ1	Sno1p/Snz1p complex	wodak_complexes
YNL233W	BNI4	Bni4p/Glc7p complex	wodak_complexes
YER133W	GLC7	Bni4p/Glc7p complex	wodak_complexes
YMR192W	GYL1	Gyl1p/Gyp5p complex	wodak_complexes
YPL249C	GYP5	Gyl1p/Gyp5p complex	wodak_complexes
YGR134W	CAF130	CCR4-NOT core complex	wodak_complexes
YNL288W	CAF40	CCR4-NOT core complex	wodak_complexes
YAL021C	CCR4	CCR4-NOT core complex	wodak_complexes
YDL165W	CDC36	CCR4-NOT core complex	wodak_complexes
YCR093W	CDC39	CCR4-NOT core complex	wodak_complexes
YER068W	MOT2	CCR4-NOT core complex	wodak_complexes
YIL038C	NOT3	CCR4-NOT core complex	wodak_complexes
YPR072W	NOT5	CCR4-NOT core complex	wodak_complexes
YNR052C	POP2	CCR4-NOT core complex	wodak_complexes
YOR106W	VAM3	Vam3p/Vam7 vacuolar tSNARE complex	wodak_complexes
YGL212W	VAM7	Vam3p/Vam7 vacuolar tSNARE complex	wodak_complexes
YLR088W	GAA1	GPI-anchor transamidase complex	wodak_complexes
YLR459W	GAB1	GPI-anchor transamidase complex	wodak_complexes
YHR188C	GPI16	GPI-anchor transamidase complex	wodak_complexes
YDR434W	GPI17	GPI-anchor transamidase complex	wodak_complexes
YDR331W	GPI8	GPI-anchor transamidase complex	wodak_complexes
YNL037C	IDH1	Isocitrate dehydrogenase	wodak_complexes
YOR136W	IDH2	Isocitrate dehydrogenase	wodak_complexes
YKL182W	FAS1	fatty acid synthase complex	wodak_complexes
YPL231W	FAS2	fatty acid synthase complex	wodak_complexes
YGL155W	CDC43	CAAX-protein geranylgeranyltransferase complex	wodak_complexes
YKL019W	RAM2	CAAX-protein geranylgeranyltransferase complex	wodak_complexes
YMR224C	MRE11	MRX complex	wodak_complexes
YNL250W	RAD50	MRX complex	wodak_complexes
YDR369C	XRS2	MRX complex	wodak_complexes
YCR086W	CSM1	Csm1p/Lrs4p complex	wodak_complexes
YDR439W	LRS4	Csm1p/Lrs4p complex	wodak_complexes
YLL002W	RTT109	Rtt109p/Vps75p complex	wodak_complexes
YNL246W	VPS75	Rtt109p/Vps75p complex	wodak_complexes
Q0115	BI3	Bi3 ribonucleoprotein complex	wodak_complexes
YIR021W	MRS1	Bi3 ribonucleoprotein complex	wodak_complexes
YJL090C	DPB11	Dpb11p/Sld2p complex	wodak_complexes
YKL108W	SLD2	Dpb11p/Sld2p complex	wodak_complexes
YKL185W	ASH1	Rpd3L complex	wodak_complexes
YPL181W	CTI6	Rpd3L complex	wodak_complexes
YAL013W	DEP1	Rpd3L complex	wodak_complexes
YNL097C	PHO23	Rpd3L complex	wodak_complexes
YNL330C	RPD3	Rpd3L complex	wodak_complexes
YBR095C	RXT2	Rpd3L complex	wodak_complexes
YDL076C	RXT3	Rpd3L complex	wodak_complexes
YMR263W	SAP30	Rpd3L complex	wodak_complexes
YIL084C	SDS3	Rpd3L complex	wodak_complexes
YOL004W	SIN3	Rpd3L complex	wodak_complexes
YPL139C	UME1	Rpd3L complex	wodak_complexes
YDR207C	UME6	Rpd3L complex	wodak_complexes
YPL213W	LEA1	U2 snRNP complex	wodak_complexes
YIR009W	MSL1	U2 snRNP complex	wodak_complexes
YML049C	RSE1	U2 snRNP complex	wodak_complexes
YMR288W	HSH155	U2 snRNP complex	wodak_complexes
YIR005W	IST3	U2 snRNP complex	wodak_complexes
YOR319W	HSH49	U2 snRNP complex	wodak_complexes
YDL030W	PRP9	U2 snRNP complex	wodak_complexes
YDL043C	PRP11	U2 snRNP complex	wodak_complexes
YJL203W	PRP21	U2 snRNP complex	wodak_complexes
YMR240C	CUS1	U2 snRNP complex	wodak_complexes
YNL286W	CUS2	U2 snRNP complex	wodak_complexes
YER029C	SMB1	U2 snRNP complex	wodak_complexes
YGR074W	SMD1	U2 snRNP complex	wodak_complexes
YLR275W	SMD2	U2 snRNP complex	wodak_complexes
YLR147C	SMD3	U2 snRNP complex	wodak_complexes
YOR159C	SME1	U2 snRNP complex	wodak_complexes
YFL017W-A	SMX2	U2 snRNP complex	wodak_complexes
YPR182W	SMX3	U2 snRNP complex	wodak_complexes
Q0045	COX1	Cytochrome c oxidase (complex IV)	wodak_complexes
YLR038C	COX12	Cytochrome c oxidase (complex IV)	wodak_complexes
YGL191W	COX13	Cytochrome c oxidase (complex IV)	wodak_complexes
Q0250	COX2	Cytochrome c oxidase (complex IV)	wodak_complexes
Q0275	COX3	Cytochrome c oxidase (complex IV)	wodak_complexes
YGL187C	COX4	Cytochrome c oxidase (complex IV)	wodak_complexes
YNL052W	COX5A	Cytochrome c oxidase (complex IV)	wodak_complexes
YHR051W	COX6	Cytochrome c oxidase (complex IV)	wodak_complexes
YMR256C	COX7	Cytochrome c oxidase (complex IV)	wodak_complexes
YLR395C	COX8	Cytochrome c oxidase (complex IV)	wodak_complexes
YDL067C	COX9	Cytochrome c oxidase (complex IV)	wodak_complexes
YJR005W	APL1	AP-2 adaptor complex	wodak_complexes
YBL037W	APL3	AP-2 adaptor complex	wodak_complexes
YOL062C	APM4	AP-2 adaptor complex	wodak_complexes
YJR058C	APS2	AP-2 adaptor complex	wodak_complexes
YLR418C	CDC73	Cdc73p/Paf1p complex	wodak_complexes
YOL145C	CTR9	Cdc73p/Paf1p complex	wodak_complexes
YDR138W	HPR1	Cdc73p/Paf1p complex	wodak_complexes
YOR123C	LEO1	Cdc73p/Paf1p complex	wodak_complexes
YBR279W	PAF1	Cdc73p/Paf1p complex	wodak_complexes
YGL244W	RTF1	Cdc73p/Paf1p complex	wodak_complexes
YAL021C	CCR4	Cdc73p/Paf1p complex	wodak_complexes
YOL078W	AVO1	TORC 2 complex	wodak_complexes
YMR068W	AVO2	TORC 2 complex	wodak_complexes
YJL058C	BIT61	TORC 2 complex	wodak_complexes
YNL006W	LST8	TORC 2 complex	wodak_complexes
YIL105C	SLM1	TORC 2 complex	wodak_complexes
YNL047C	SLM2	TORC 2 complex	wodak_complexes
YKL203C	TOR2	TORC 2 complex	wodak_complexes
YER093C	TSC11	TORC 2 complex	wodak_complexes
YDR019C	GCV1	glycine cleavage complex	wodak_complexes
YMR189W	GCV2	glycine cleavage complex	wodak_complexes
YAL044C	GCV3	glycine cleavage complex	wodak_complexes
YFL018C	LPD1	glycine cleavage complex	wodak_complexes
YPL075W	GCR1	GCR complex	wodak_complexes
YNL199C	GCR2	GCR complex	wodak_complexes
YIR010W	DSN1	MIND complex	wodak_complexes
YAL034W-A	MTW1	MIND complex	wodak_complexes
YJR112W	NNF1	MIND complex	wodak_complexes
YPL233W	NSL1	MIND complex	wodak_complexes
YAR007C	RFA1	DNA replication factor A complex	wodak_complexes
YNL312W	RFA2	DNA replication factor A complex	wodak_complexes
YJL173C	RFA3	DNA replication factor A complex	wodak_complexes
YOR232W	MGE1	PAM complex	wodak_complexes
YJL104W	PAM16	PAM complex	wodak_complexes
YKR065C	PAM17	PAM complex	wodak_complexes
YLR008C	PAM18	PAM complex	wodak_complexes
YJR045C	SSC1	PAM complex	wodak_complexes
YIL022W	TIM44	PAM complex	wodak_complexes
YKL052C	ASK1	DASH complex	wodak_complexes
YDR016C	DAD1	DASH complex	wodak_complexes
YKR083C	DAD2	DASH complex	wodak_complexes
YBR233W-A	DAD3	DASH complex	wodak_complexes
YDR320C-A	DAD4	DASH complex	wodak_complexes
YGR113W	DAM1	DASH complex	wodak_complexes
YGL061C	DUO1	DASH complex	wodak_complexes
YKL138C-A	HSK3	DASH complex	wodak_complexes
YDR201W	SPC19	DASH complex	wodak_complexes
YKR037C	SPC34	DASH complex	wodak_complexes
YDR255C	RMD5	FBP degradation complex	wodak_complexes
YCL039W	GID7	FBP degradation complex	wodak_complexes
YMR135C	GID8	FBP degradation complex	wodak_complexes
YBR105C	VID24	FBP degradation complex	wodak_complexes
YIL017C	VID28	FBP degradation complex	wodak_complexes
YGL227W	VID30	FBP degradation complex	wodak_complexes
YIL097W	FYV10	FBP degradation complex	wodak_complexes
YDL176W	YDL176W	FBP degradation complex	wodak_complexes
YDR076W	RAD55	other DNA repair complexes	wodak_complexes
YDR004W	RAD57	other DNA repair complexes	wodak_complexes
YDR028C	REG1	Reg1p/Glc7p complex	wodak_complexes
YER133W	GLC7	Reg1p/Glc7p complex	wodak_complexes
YOR303W	CPA1	carbamoyl-phosphate synthase complex	wodak_complexes
YJR109C	CPA2	carbamoyl-phosphate synthase complex	wodak_complexes
YML111W	BUL2	Rsp5p/Bul2 ubiquitin ligase complex	wodak_complexes
YER125W	RSP5	Rsp5p/Bul2 ubiquitin ligase complex	wodak_complexes
Q0120	BI4	Bi4p/Nam2p complex	wodak_complexes
YLR382C	NAM2	Bi4p/Nam2p complex	wodak_complexes
YMR287C	DSS1	degradosome	wodak_complexes
YPL029W	SUV3	degradosome	wodak_complexes
