Gene	YAL011W	YAL023C	YAL024C	YAL026C	YAL048C	YAL053W	YAL055W	YAR002W	YAR014C	YAR018C	YBL007C	YBL017C	YBL025W	YBL046W	YBL047C	YBL051C	YBL058W	YBL066C	YBL075C	YBL078C	YBL079W	YBL087C	YBL103C	YBR009C	YBR010W	YBR015C	YBR031W	YBR036C	YBR069C	YBR078W	YBR081C	YBR088C	YBR094W	YBR095C	YBR103W	YBR107C	YBR108W	YBR122C	YBR125C	YBR126C	YBR132C	YBR164C	YBR171W	YBR181C	YBR186W	YBR193C	YBR200W	YBR201W	YBR215W	YBR231C	YBR238C	YBR278W	YBR289W	YBR290W	YCL001W	YCL008C	YCL011C	YCL014W	YCL016C	YCL029C	YCL032W	YCL036W	YCL045C	YCL061C	YCR014C	YCR020C	YCR028C-A	YCR033W	YCR034W	YCR053W	YCR063W	YCR065W	YCR071C	YCR082W	YCR086W	YCR093W	YDL002C	YDL013W	YDL020C	YDL033C	YDL040C	YDL048C	YDL052C	YDL061C	YDL065C	YDL076C	YDL077C	YDL080C	YDL083C	YDL088C	YDL095W	YDL100C	YDL115C	YDL117W	YDL122W	YDL126C	YDL130W	YDL136W	YDL140C	YDL165W	YDL167C	YDL176W	YDL185W	YDL191W	YDL213C	YDR005C	YDR025W	YDR054C	YDR069C	YDR072C	YDR074W	YDR075W	YDR076W	YDR080W	YDR092W	YDR097C	YDR101C	YDR108W	YDR121W	YDR126W	YDR127W	YDR146C	YDR150W	YDR155C	YDR159W	YDR161W	YDR163W	YDR167W	YDR174W	YDR176W	YDR181C	YDR191W	YDR192C	YDR207C	YDR219C	YDR233C	YDR254W	YDR260C	YDR276C	YDR279W	YDR289C	YDR293C	YDR297W	YDR304C	YDR308C	YDR310C	YDR318W	YDR320C	YDR330W	YDR334W	YDR335W	YDR363W-A	YDR363W	YDR369C	YDR378C	YDR386W	YDR388W	YDR389W	YDR392W	YDR395W	YDR409W	YDR421W	YDR424C	YDR435C	YDR439W	YDR448W	YDR451C	YDR463W	YDR477W	YDR479C	YDR485C	YDR488C	YDR490C	YDR496C	YDR505C	YDR512C	YDR532C	YEL007W	YEL013W	YEL031W	YEL037C	YEL043W	YEL053C	YEL060C	YEL061C	YEL064C	YER002W	YER016W	YER020W	YER048C	YER052C	YER068W	YER083C	YER092W	YER111C	YER114C	YER149C	YER151C	YER156C	YER161C	YER162C	YER164W	YER167W	YER177W	YFL001W	YFL003C	YFL007W	YFL011W	YFL031W	YFL033C	YFL036W	YFL049W	YFR009W	YFR010W	YFR031C-A	YFR036W	YFR048W	YFR053C	YGL003C	YGL005C	YGL014W	YGL019W	YGL020C	YGL025C	YGL031C	YGL035C	YGL043W	YGL046W	YGL058W	YGL066W	YGL078C	YGL084C	YGL086W	YGL090W	YGL115W	YGL124C	YGL127C	YGL151W	YGL167C	YGL168W	YGL173C	YGL194C	YGL195W	YGL212W	YGL213C	YGL216W	YGL228W	YGL240W	YGL244W	YGL255W	YGR019W	YGR054W	YGR089W	YGR092W	YGR104C	YGR108W	YGR122W	YGR123C	YGR134W	YGR135W	YGR157W	YGR163W	YGR166W	YGR174C	YGR178C	YGR188C	YGR200C	YGR202C	YGR208W	YGR214W	YGR227W	YGR229C	YGR231C	YGR237C	YGR252W	YGR270W	YHL003C	YHL020C	YHL023C	YHL025W	YHL028W	YHL029C	YHL031C	YHL033C	YHR001W-A	YHR004C	YHR005C	YHR021C	YHR025W	YHR041C	YHR066W	YHR077C	YHR111W	YHR115C	YHR129C	YHR156C	YHR158C	YHR167W	YHR178W	YHR187W	YHR194W	YHR200W	YHR203C	YIL002C	YIL008W	YIL027C	YIL029C	YIL035C	YIL037C	YIL038C	YIL040W	YIL044C	YIL047C	YIL052C	YIL076W	YIL090W	YIL112W	YIL131C	YIL133C	YIL153W	YIL159W	YIR003W	YIR004W	YIR023W	YIR033W	YJL004C	YJL013C	YJL023C	YJL030W	YJL062W	YJL081C	YJL082W	YJL090C	YJL099W	YJL124C	YJL128C	YJL134W	YJL136C	YJL138C	YJL140W	YJL148W	YJL157C	YJL165C	YJL168C	YJL176C	YJL177W	YJL214W	YJR011C	YJR032W	YJR035W	YJR043C	YJR052W	YJR053W	YJR066W	YJR070C	YJR074W	YJR075W	YJR082C	YJR084W	YJR088C	YJR090C	YJR094C	YJR126C	YJR131W	YJR135C	YJR140C	YJR145C	YKL007W	YKL009W	YKL020C	YKL023W	YKL025C	YKL037W	YKL053C-A	YKL068W	YKL074C	YKL090W	YKL112W	YKL113C	YKL139W	YKL140W	YKL166C	YKL185W	YKL197C	YKL204W	YKL205W	YKL213C	YKR008W	YKR010C	YKR019C	YKR020W	YKR029C	YKR030W	YKR042W	YKR048C	YKR054C	YKR055W	YKR059W	YKR061W	YKR065C	YKR072C	YKR082W	YKR095W	YKR101W	YLL002W	YLL021W	YLL038C	YLL039C	YLL040C	YLL043W	YLL045C	YLL049W	YLR006C	YLR015W	YLR018C	YLR021W	YLR024C	YLR039C	YLR055C	YLR056W	YLR079W	YLR083C	YLR085C	YLR087C	YLR089C	YLR091W	YLR097C	YLR110C	YLR113W	YLR114C	YLR119W	YLR127C	YLR128W	YLR131C	YLR135W	YLR146C	YLR150W	YLR181C	YLR182W	YLR410W	YLR418C	YLR425W	YLR426W	YLR429W	YLR435W	YLR436C	YLR452C	YLR454W	YML007W	YML013W	YML016C	YML017W	YML028W	YML034W	YML041C	YML048W	YML050W	YML062C	YML063W	YML071C	YML088W	YML097C	YML098W	YML102W	YML103C	YML107C	YML112W	YML117W	YML124C	YML128C	YMR004W	YMR015C	YMR026C	YMR029C	YMR038C	YMR039C	YMR042W	YMR048W	YMR052W	YMR055C	YMR060C	YMR070W	YMR073C	YMR075W	YMR078C	YMR092C	YMR106C	YMR116C	YMR123W	YMR129W	YMR153W	YMR176W	YMR198W	YMR201C	YMR202W	YMR216C	YMR223W	YMR263W	YMR272C	YMR274C	YMR275C	YMR277W	YMR282C	YMR283C	YMR285C	YMR294W	YMR299C	YMR307W	YMR312W	YNL016W	YNL021W	YNL025C	YNL027W	YNL037C	YNL041C	YNL051W	YNL053W	YNL068C	YNL069C	YNL070W	YNL079C	YNL082W	YNL097C	YNL099C	YNL106C	YNL107W	YNL119W	YNL135C	YNL136W	YNL153C	YNL154C	YNL167C	YNL197C	YNL199C	YNL201C	YNL215W	YNL218W	YNL224C	YNL227C	YNL229C	YNL233W	YNL236W	YNL238W	YNL262W	YNL270C	YNL271C	YNL284C	YNL288W	YNL298W	YNL302C	YNL307C	YNL315C	YNL322C	YNL323W	YNL329C	YNR004W	YNR006W	YNR010W	YNR020C	YNR030W	YNR031C	YNR051C	YNR052C	YNR072W	YOL001W	YOL011W	YOL012C	YOL018C	YOL027C	YOL041C	YOL049W	YOL061W	YOL064C	YOL068C	YOL081W	YOL093W	YOL111C	YOL115W	YOL133W	YOL148C	YOR006C	YOR008C	YOR014W	YOR016C	YOR025W	YOR026W	YOR033C	YOR034C	YOR043W	YOR058C	YOR061W	YOR070C	YOR085W	YOR089C	YOR109W	YOR113W	YOR151C	YOR158W	YOR178C	YOR191W	YOR195W	YOR216C	YOR233W	YOR265W	YOR269W	YOR275C	YOR290C	YOR297C	YOR303W	YOR308C	YOR311C	YOR312C	YOR327C	YOR330C	YOR342C	YOR344C	YOR355W	YOR358W	YOR360C	YOR371C	YPL008W	YPL017C	YPL018W	YPL022W	YPL024W	YPL037C	YPL047W	YPL051W	YPL057C	YPL069C	YPL079W	YPL086C	YPL090C	YPL100W	YPL101W	YPL116W	YPL139C	YPL144W	YPL152W	YPL155C	YPL157W	YPL158C	YPL161C	YPL167C	YPL174C	YPL180W	YPL183C	YPL184C	YPL212C	YPL213W	YPL214C	YPL226W	YPL227C	YPL239W	YPL241C	YPL253C	YPL254W	YPL256C	YPL269W	YPR009W	YPR017C	YPR023C	YPR024W	YPR032W	YPR034W	YPR043W	YPR045C	YPR046W	YPR051W	YPR054W	YPR057W	YPR106W	YPR119W	YPR120C	YPR129W	YPR135W	YPR164W	YPR167C	YPR189W
GSP1:A180T	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.982376	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.884737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.185387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	-4.799112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSP1:CTER3XFLAG_WT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.656237		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.373316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-12.39247	0	-11.337317	0	0	0	0	0	-6.226948	0	0	0	0		0	0	0	-5.255945	0	0	0	0	0	0	0	0	0	0	0	0	-5.236568	0	0	0	0	-7.288271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.271924	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	-11.104917	0	0	0	0	0	0	0	0	0	0	0	0	-8.582839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-7.863147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-12.869292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9.233241	0	0	0	0	0	0	0	0	0	0	0	0	-19.21987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	-5.371098	0	0	0	0	0	0	0	0	0		0	0	0	-6.05889	0	0	0	0	0	0	-7.251031	0	0	0	0	0	0	-15.282189	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.232285	0	-9.865935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	-4.524159	0	0	0	-5.750035	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	-4.282592	0	0	0	0	0	0	0	0	0	0	0	0
GSP1:D79A	-8.849612	6.008204	-4.877745	0	5.001815	0	-7.998868	0	-6.783096	-6.635446	0	0	0	0	0	0	-6.642841	4.357453	0		-6.84076	0	0	0	0	0	-4.213497	0	0	5.543549	0	0	-4.081198	5.744547	0	-12.288303	0	0	0	0	0	-6.633537	0	0	0	-5.583576	0	0	0	-6.720207	4.326101	-7.822372		0	4.236013	0	7.207189	0	0	-8.123157	0	-4.92653	0	0		4.40498	4.679249	-7.998617	4.781388	0	0	0	4.484257	4.31028	0	0	0	4.006703	0	4.017352	0	4.45464	4.157242	0	4.2678	0	0	4.559138	-4.906933	-16.09625	5.677588	0	0	-5.027827	0	0	0	0	0	-6.676812	0	0	0	0	5.043207	0	0	0		7.782223	-4.456506	0	0	0	-5.695103	5.467463	0	-4.16503	-14.138828	0	-6.351225	-7.193444	-5.534391	0	0	0	0	0	-8.483287		4.17052	4.790478	0	0	0	-4.188542	-12.24581	-6.8572939999999996	0	0	-11.665018	5.771464	5.047221	0	0	5.958708	-9.457423	0	-5.414925	-7.496465	5.415197	-8.439593	5.86054	0	-9.044939	0	0	-6.206203	0	0	0	0	0	0	0	0	0	0	-9.694637	0	0	-4.233271	5.884357	0	0	0	0	-6.891364	-4.899568	0	-4.711737	0	0	0	0	0	0	-9.246687	0	4.72021	-6.068394	0	0	0	0	0	4.425819	-7.835422	0	-7.509461	0	0	0	0	0	0	-5.922946	0	4.473846	0	0	-5.367455	0	-4.696357	-4.941693	0	0		-4.515554	0	-6.164084	-4.260084	-4.07955	0	0	-4.208882	0	0	0	0	0	0	-9.017087		0	0	0	4.205912	0	0	0	0	4.582222	0	0	-6.039378	0	0	0	0	-4.783976	0	0	0	0	0	-5.477085	0	0	-4.060252	0	0	0	-4.144915	0	-7.381563	0	4.059765	4.053672	0	5.468915	0	0	0		4.234587	-4.358139	0	0		-6.369047	0	0	0	0	0	0	0	0	5.169711	0	-4.879184	0	0	-4.373467	0	0	0	0	0	0	-4.597732	0	0	0	0	0	-4.661878	-7.128126	-4.260431	-7.294376	0	-4.771699	0	0	0	-4.033142		0	0		4.353699	0	0	0	-7.063962	-12.06957	0	-15.638516	4.792178	0	0	-4.189805	0	-5.283273	-4.692155	0	-10.110173	0	4.289976	0	0	0	0	0	0	0	0	0	0	0	0	-4.555051	4.883158	-10.148317	0	0	-6.894828	0	0	0	-4.718359	0		-11.102736	0	0	4.788358	-5.801093	4.055905	-5.805383	-4.240966	0	0	0	0	0	0	-14.163825	-5.023192	-4.101275	0	5.716503	4.601661	-5.067814	6.598343	0	0	-4.97972	-7.709385	-4.402726	-5.647956	0		-5.222765	-6.212842	0	4.285414	0	0	4.86559	0	-4.30275	0	0	0	-6.990626	0	0	0	0	0	0	0	-15.953069	-4.208392	0	-6.572213	0	0	0		-7.503221	4.08752	0	4.041388	0	0	0	0	0		4.647356	0	0	0	-4.936584	-7.572527	0	0	0	0	0	0	0	0	0	0	4.368671	0	-4.990292	4.709347	0	0	-7.036543	0	-4.571214	-11.317517	7.515854	-4.824756	7.301333	0	-7.991399	0	-6.987344	0	-4.710224	0	0	0	-4.720327	5.375827	4.079561	0		-7.914243	0	0	4.155964	-6.249057	0	-9.112754	4.525754	0	0	-5.651215	0	0	0	-13.78259	-11.590251	0	-10.304001		-5.846976	0	0	5.019493	-11.117307	4.075749	0	0	4.401132	0	4.016334	-6.078624	0	4.464346	0	0	0	0	0	0	-7.632337	-9.525392	-8.024503	0	-11.199198	0	4.446173	0	5.275535		0	0	0	0	-8.42252	-4.685489	-4.186241	6.006344	0	0	0	-5.718781	-4.079126	0	0	0	0	0	0	0	0	0	0	0	0	0	-10.290727	0	0	5.904	4.824081	0	0	0	0	0	0	-11.532379	-4.551555	0		7.141561	0	0	4.883096	0	4.100065	5.532475	0	5.246636	-4.29182	-4.315652	0	-4.695811	-4.791256	0	0	4.45159	0	0	0	-6.26924	0	0	-9.208999	0	0	0	0	0	0	0	0	0	0	0	0	-4.200668	0		-6.516564	0		0		-10.3295	0	0	0	0	-4.315563	0	0	-5.211829	-15.077282	-9.559117	0	-9.204815	-17.076762	-4.950113	-5.991445	-6.971424	0	-6.305767	0	0	0	0	0	0	0	0	5.986229	0	0	0	0	0		0	0	0	0	0	0	4.759992	0	4.011344	0	0	0	0		0	0	4.08287	0	0			0	0	0	-10.252528	-4.492582	0	0	-4.091218	4.942578	-4.948996	0	0	4.352801	4.662109	0
GSP1:D79S	0	0	0	0	0	0	0		-8.370079	-6.196561	0	0	0	0	0	0	-12.109254	0	0	0	-5.120836	0	0	0	0	0	0	-8.120847	0	0	0	0	0	0	0	-5.988939	0	0	0	0	0	-6.340446	0	0	0	0	0	0	0	0	0	-10.382428	0	0	0		0	0	0	-14.564703	0	0	0	0	0	0	0	-4.43117	0	-4.147683	-5.047356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.107367	-17.559597	0	0	0	0	0	0	0	0	0	-11.595203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-15.993228	0	0	0	0	0	-7.948086	0	0	0	-10.973726		0	0	0		0	0	-5.510847	-4.309134	0	0	-4.783463	0	0	0	0	0	-10.00821	0	0	0	0	-14.512395	0	0	-9.860728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-8.172595	0	0	0	0	0	0	0	0	0	-4.130828	0	0	0	0	0	0	0	0	0	-6.336798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.55579	0	0	0	0	-6.536962	0	0	0	0	0	0	0	0	0	0	0	-14.815569		0	0	0	0	0	0	0	0	0	0	0	0	0	-5.392631	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.050969	0	0	0	0		0	0	0	0	0	-4.343711		0	0	0	0	0	0	0	0	0	0	-8.271373	0	0	0	-6.908981	0	0	0	0	0	0	0	0	-9.011437	0	0	0	0	0	0	0	0	0		0	0	0	0	-8.7326	-6.766713	0	-13.312317	0	0	0	0	0	-14.614494	0	0	-14.0554	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	-7.332452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.479221	0	0	0	0	0	0	0	-15.00147	-7.686702	0	0	0	0	-5.931582	0	0	0	0	-7.232977	-4.457976	0	0	0	0	0	0	0	0	0	0	-9.684944	0	0	0	0	-5.052359	0	0	0	0	0	0	0	-17.200376	0	0	-9.643423	0	0	0	0	0	4.146517	0	0	0	0	0	0	0		0	0	0	0	0	-5.457544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11.052374	4.131982	0	5.317837	0	-6.776073	0	-15.807062	0	-7.553487	0	0	0	0	0	0	0		-10.859921	0	0	0	0	0	-9.859604	0	0	0	0	0	0	0	-5.583736	-18.089192	0	-17.540908	0	0	0	0	0	-15.708441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.454274	0	-6.373534	0	-9.35141	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-14.8421	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	-6.989514		0	0	0	0	0	0	0	0	0	0	0	0	0	-4.373622	0	0	0	0	0	0	0	0	0	0	0	0		0		-11.029366	0	0	0	0	0	0	0	0	0	0	0	-10.7147	-11.541488	0	-5.794427	0	0	-5.701092	-6.384226	0	0	0	-5.270834	0	0	0	0	0	0	0	0	4.445781	4.511739	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	-4.021961	-4.306422	-5.454242	0	0	0	0	0	0	0	0	0	0	0
GSP1:E115A	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSP1:E115I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
