ORF	term
YAL016W	budding
YAL016W	budding
YAL018C	budding
YAL020C	budding
YAL024C	budding
YAL024C	budding
YAL029C	budding
YAL030W	budding
YAL041W	budding
YAL041W	budding
YAL047C	budding
YAL056W	budding
YAL068C	budding
YAR007C	budding
YAR014C	budding
YAR019C	budding
YAR019C	budding
YBL007C	budding
YBL009W	budding
YBL031W	budding
YBL031W	budding
YBL037W	budding
YBL047C	budding
YBL058W	budding
YBL060W	budding
YBL061C	budding
YBL063W	budding
YBL085W	budding
YBL085W	budding
YBL097W	budding
YBL105C	budding
YBL106C	budding
YBR007C	budding
YBR009C	budding
YBR010W	budding
YBR016W	budding
YBR017C	budding
YBR017C	budding
YBR023C	budding
YBR023C	budding
YBR038W	budding
YBR043C	budding
YBR045C	budding
YBR054W	budding
YBR057C	budding
YBR059C	budding
YBR071W	budding
YBR073W	budding
YBR086C	budding
YBR088C	budding
YBR098W	budding
YBR102C	budding
YBR103W	budding
YBR107C	budding
YBR107C	budding
YBR109C	budding
YBR109C	budding
YBR130C	budding
YBR133C	budding
YBR136W	budding
YBR148W	budding
YBR158W	budding
YBR158W	budding
YBR160W	budding
YBR160W	budding
YBR160W	budding
YBR170C	budding
YBR175W	budding
YBR180W	budding
YBR186W	budding
YBR200W	budding
YBR210W	budding
YBR250W	budding
YBR260C	budding
YBR267W	budding
YBR273C	budding
YCL014W	budding
YCL014W	budding
YCL016C	budding
YCL024W	budding
YCL024W	budding
YCL029C	budding
YCL048W	budding
YCL051W	budding
YCL055W	budding
YCL061C	budding
YCR002C	budding
YCR002C	budding
YCR002C	budding
YCR017C	budding
YCR030C	budding
YCR038C	budding
YCR038C	budding
YCR045C	budding
YCR086W	budding
YCR092C	budding
YDL003W	budding
YDL012C	budding
YDL017W	budding
YDL019C	budding
YDL028C	budding
YDL029W	budding
YDL064W	budding
YDL074C	budding
YDL089W	budding
YDL117W	budding
YDL126C	budding
YDL127W	budding
YDL134C	budding
YDL134C	budding
YDL135C	budding
YDL146W	budding
YDL151C	budding
YDL154W	budding
YDL155W	budding
YDL161W	budding
YDL179W	budding
YDL188C	budding
YDL188C	budding
YDL194W	budding
YDL222C	budding
YDL225W	budding
YDL225W	budding
YDL239C	budding
YDL240W	budding
YDR004W	budding
YDR014W	budding
YDR014W-A	budding
YDR027C	budding
YDR052C	budding
YDR075W	budding
YDR076W	budding
YDR093W	budding
YDR097C	budding
YDR099W	budding
YDR104C	budding
YDR106W	budding
YDR108W	budding
YDR113C	budding
YDR126W	budding
YDR129C	budding
YDR130C	budding
YDR146C	budding
YDR150W	budding
YDR150W	budding
YDR155C	budding
YDR155C	budding
YDR159W	budding
YDR164C	budding
YDR166C	budding
YDR180W	budding
YDR184C	budding
YDR207C	budding
YDR208W	budding
YDR218C	budding
YDR251W	budding
YDR254W	budding
YDR260C	budding
YDR260C	budding
YDR273W	budding
YDR285W	budding
YDR293C	budding
YDR309C	budding
YDR309C	budding
YDR318W	budding
YDR325W	budding
YDR328C	budding
YDR348C	budding
YDR356W	budding
YDR363W	budding
YDR369C	budding
YDR369C	budding
YDR371W	budding
YDR379W	budding
YDR386W	budding
YDR402C	budding
YDR403W	budding
YDR419W	budding
YDR439W	budding
YDR440W	budding
YDR446W	budding
YDR457W	budding
YDR506C	budding
YDR507C	budding
YDR507C	budding
YDR508C	budding
YDR512C	budding
YDR516C	budding
YDR522C	budding
YDR523C	budding
YEL040W	budding
YEL060C	budding
YEL061C	budding
YER008C	budding
YER016W	budding
YER020W	budding
YER032W	budding
YER033C	budding
YER044C-A	budding
YER046W	budding
YER075C	budding
YER095W	budding
YER096W	budding
YER106W	budding
YER114C	budding
YER114C	budding
YER115C	budding
YER118C	budding
YER120W	budding
YER124C	budding
YER125W	budding
YER132C	budding
YER133W	budding
YER133W	budding
YER133W	budding
YER133W	budding
YER144C	budding
YER147C	budding
YER149C	budding
YER149C	budding
YER155C	budding
YER166W	budding
YER173W	budding
YER177W	budding
YER177W	budding
YER179W	budding
YER180C	budding
YFL003C	budding
YFL005W	budding
YFL005W	budding
YFL008W	budding
YFL009W	budding
YFL029C	budding
YFL033C	budding
YFL034C-B	budding
YFL034C-B	budding
YFL037W	budding
YFL039C	budding
YFL039C	budding
YFL039C	budding
YFL047W	budding
YFR003C	budding
YFR004W	budding
YFR016C	budding
YFR024C-A	budding
YFR027W	budding
YFR028C	budding
YFR031C	budding
YFR039C	budding
YGL003C	budding
YGL021W	budding
YGL033W	budding
YGL045W	budding
YGL054C	budding
YGL054C	budding
YGL058W	budding
YGL060W	budding
YGL071W	budding
YGL086W	budding
YGL093W	budding
YGL099W	budding
YGL106W	budding
YGL116W	budding
YGL127C	budding
YGL158W	budding
YGL170C	budding
YGL175C	budding
YGL181W	budding
YGL183C	budding
YGL190C	budding
YGL190C	budding
YGL192W	budding
YGL194C	budding
YGL197W	budding
YGL210W	budding
YGL213C	budding
YGL216W	budding
YGL228W	budding
YGL233W	budding
YGL249W	budding
YGL250W	budding
YGL251C	budding
YGR009C	budding
YGR032W	budding
YGR032W	budding
YGR040W	budding
YGR041W	budding
YGR044C	budding
YGR056W	budding
YGR058W	budding
YGR058W	budding
YGR059W	budding
YGR092W	budding
YGR092W	budding
YGR098C	budding
YGR108W	budding
YGR140W	budding
YGR152C	budding
YGR152C	budding
YGR188C	budding
YGR221C	budding
YGR221C	budding
YGR225W	budding
YGR225W	budding
YGR229C	budding
YGR230W	budding
YGR238C	budding
YGR238C	budding
YGR241C	budding
YHL007C	budding
YHL007C	budding
YHL022C	budding
YHL023C	budding
YHL024W	budding
YHL024W	budding
YHL027W	budding
YHL027W	budding
YHR014W	budding
YHR023W	budding
YHR030C	budding
YHR039C	budding
YHR061C	budding
YHR061C	budding
YHR079C-A	budding
YHR102W	budding
YHR102W	budding
YHR107C	budding
YHR111W	budding
YHR114W	budding
YHR115C	budding
YHR119W	budding
YHR119W	budding
YHR124W	budding
YHR127W	budding
YHR129C	budding
YHR139C	budding
YHR142W	budding
YHR149C	budding
YHR152W	budding
YHR153C	budding
YHR153C	budding
YHR157W	budding
YHR158C	budding
YHR158C	budding
YHR161C	budding
YHR182W	budding
YHR184W	budding
YHR185C	budding
YHR191C	budding
YIL008W	budding
YIL017C	budding
YIL026C	budding
YIL031W	budding
YIL034C	budding
YIL065C	budding
YIL068C	budding
YIL072W	budding
YIL073C	budding
YIL106W	budding
YIL106W	budding
YIL112W	budding
YIL118W	budding
YIL120W	budding
YIL126W	budding
YIL129C	budding
YIL129C	budding
YIL132C	budding
YIL138C	budding
YIL138C	budding
YIL140W	budding
YIL140W	budding
YIL153W	budding
YIL159W	budding
YIR004W	budding
YIR006C	budding
YIR006C	budding
YIR010W	budding
YIR019C	budding
YIR025W	budding
YIR026C	budding
YIR026C	budding
YJL013C	budding
YJL019W	budding
YJL030W	budding
YJL037W	budding
YJL038C	budding
YJL047C	budding
YJL048C	budding
YJL051W	budding
YJL074C	budding
YJL074C	budding
YJL076W	budding
YJL080C	budding
YJL085W	budding
YJL095W	budding
YJL106W	budding
YJL112W	budding
YJL128C	budding
YJL146W	budding
YJL158C	budding
YJL168C	budding
YJL168C	budding
YJL173C	budding
YJL187C	budding
YJL187C	budding
YJL204C	budding
YJR005W	budding
YJR021C	budding
YJR031C	budding
YJR053W	budding
YJR058C	budding
YJR066W	budding
YJR072C	budding
YJR076C	budding
YJR089W	budding
YJR090C	budding
YJR092W	budding
YJR092W	budding
YJR094C	budding
YJR135C	budding
YKL007W	budding
YKL046C	budding
YKL046C	budding
YKL048C	budding
YKL048C	budding
YKL049C	budding
YKL052C	budding
YKL079W	budding
YKL089W	budding
YKL092C	budding
YKL092C	budding
YKL092C	budding
YKL096W	budding
YKL101W	budding
YKL126W	budding
YKL129C	budding
YKL130C	budding
YKL172W	budding
YKL185W	budding
YKL189W	budding
YKL189W	budding
YKR001C	budding
YKR020W	budding
YKR029C	budding
YKR031C	budding
YKR036C	budding
YKR048C	budding
YKR054C	budding
YKR055W	budding
YKR088C	budding
YKR089C	budding
YKR090W	budding
YKR100C	budding
YLL001W	budding
YLL005C	budding
YLL021W	budding
YLL021W	budding
YLL028W	budding
YLL033W	budding
YLL039C	budding
YLL040C	budding
YLR028C	budding
YLR035C	budding
YLR045C	budding
YLR054C	budding
YLR084C	budding
YLR086W	budding
YLR110C	budding
YLR114C	budding
YLR127C	budding
YLR135W	budding
YLR166C	budding
YLR182W	budding
YLR187W	budding
YLR189C	budding
YLR190W	budding
YLR194C	budding
YLR210W	budding
YLR212C	budding
YLR213C	budding
YLR219W	budding
YLR226W	budding
YLR227C	budding
YLR229C	budding
YLR229C	budding
YLR229C	budding
YLR234W	budding
YLR243W	budding
YLR248W	budding
YLR263W	budding
YLR269C	budding
YLR272C	budding
YLR286C	budding
YLR307W	budding
YLR308W	budding
YLR313C	budding
YLR313C	budding
YLR314C	budding
YLR319C	budding
YLR319C	budding
YLR320W	budding
YLR324W	budding
YLR329W	budding
YLR330W	budding
YLR337C	budding
YLR337C	budding
YLR341W	budding
YLR342W	budding
YLR343W	budding
YLR353W	budding
YLR371W	budding
YLR381W	budding
YLR394W	budding
YLR414C	budding
YLR425W	budding
YLR445W	budding
YML032C	budding
YML034W	budding
YML047C	budding
YML052W	budding
YML064C	budding
YML066C	budding
YML072C	budding
YML074C	budding
YML085C	budding
YML095C	budding
YML109W	budding
YML124C	budding
YML128C	budding
YMR001C	budding
YMR001C	budding
YMR017W	budding
YMR032W	budding
YMR039C	budding
YMR048W	budding
YMR055C	budding
YMR063W	budding
YMR067C	budding
YMR076C	budding
YMR078C	budding
YMR079W	budding
YMR109W	budding
YMR109W	budding
YMR124W	budding
YMR133W	budding
YMR139W	budding
YMR153W	budding
YMR167W	budding
YMR168C	budding
YMR183C	budding
YMR190C	budding
YMR192W	budding
YMR198W	budding
YMR200W	budding
YMR224C	budding
YMR224C	budding
YMR238W	budding
YMR273C	budding
YMR295C	budding
YMR306W	budding
YMR308C	budding
YMR313C	budding
YNL012W	budding
YNL030W	budding
YNL031C	budding
YNL031C	budding
YNL078W	budding
YNL078W	budding
YNL079C	budding
YNL079C	budding
YNL082W	budding
YNL084C	budding
YNL084C	budding
YNL087W	budding
YNL088W	budding
YNL098C	budding
YNL116W	budding
YNL116W	budding
YNL126W	budding
YNL128W	budding
YNL152W	budding
YNL154C	budding
YNL161W	budding
YNL161W	budding
YNL164C	budding
YNL166C	budding
YNL172W	budding
YNL194C	budding
YNL196C	budding
YNL201C	budding
YNL202W	budding
YNL204C	budding
YNL210W	budding
YNL225C	budding
YNL231C	budding
YNL233W	budding
YNL243W	budding
YNL243W	budding
YNL250W	budding
YNL262W	budding
YNL271C	budding
YNL271C	budding
YNL272C	budding
YNL273W	budding
YNL283C	budding
YNL293W	budding
YNL294C	budding
YNL296W	budding
YNL298W	budding
YNL298W	budding
YNL304W	budding
YNL307C	budding
YNL307C	budding
YNL312W	budding
YNL327W	budding
YNL330C	budding
YNR031C	budding
YNR049C	budding
YNR049C	budding
YNR067C	budding
YOL006C	budding
YOL007C	budding
YOL047C	budding
YOL048C	budding
YOL070C	budding
YOL071W	budding
YOL090W	budding
YOL091W	budding
YOL091W	budding
YOL104C	budding
YOL112W	budding
YOL115W	budding
YOL132W	budding
YOL147C	budding
YOL158C	budding
YOR008C	budding
YOR014W	budding
YOR014W	budding
YOR026W	budding
YOR046C	budding
YOR058C	budding
YOR073W	budding
YOR093C	budding
YOR094W	budding
YOR104W	budding
YOR119C	budding
YOR127W	budding
YOR127W	budding
YOR129C	budding
YOR135C	budding
YOR144C	budding
YOR165W	budding
YOR177C	budding
YOR178C	budding
YOR188W	budding
YOR190W	budding
YOR195W	budding
YOR198C	budding
YOR208W	budding
YOR231W	budding
YOR233W	budding
YOR233W	budding
YOR237W	budding
YOR242C	budding
YOR247W	budding
YOR255W	budding
YOR262W	budding
YOR264W	budding
YOR275C	budding
YOR298W	budding
YOR301W	budding
YOR304C-A	budding
YOR313C	budding
YOR326W	budding
YOR326W	budding
YOR327C	budding
YOR338W	budding
YOR351C	budding
YOR353C	budding
YOR353C	budding
YOR354C	budding
YOR368W	budding
YOR373W	budding
YPL008W	budding
YPL017C	budding
YPL018W	budding
YPL022W	budding
YPL024W	budding
YPL027W	budding
YPL032C	budding
YPL066W	budding
YPL115C	budding
YPL116W	budding
YPL121C	budding
YPL130W	budding
YPL130W	budding
YPL138C	budding
YPL139C	budding
YPL140C	budding
YPL152W	budding
YPL157W	budding
YPL158C	budding
YPL164C	budding
YPL194W	budding
YPL200W	budding
YPL204W	budding
YPL204W	budding
YPL205C	budding
YPL209C	budding
YPL218W	budding
YPL221W	budding
YPL232W	budding
YPL242C	budding
YPL249C	budding
YPL253C	budding
YPL269W	budding
YPR007C	budding
YPR028W	budding
YPR036W-A	budding
YPR046W	budding
YPR054W	budding
YPR055W	budding
YPR083W	budding
YPR111W	budding
YPR111W	budding
YPR119W	budding
YPR119W	budding
YPR120C	budding
YPR122W	budding
YPR122W	budding
YPR135W	budding
YPR141C	budding
YPR149W	budding
YPR159W	budding
YPR165W	budding
YPR165W	budding
YPR171W	budding
YPR188C	budding
YPR192W	budding
YBL007C	cell cortex
YBL047C	cell cortex
YBL061C	cell cortex
YBR086C	cell cortex
YBR102C	cell cortex
YBR108W	cell cortex
YBR133C	cell cortex
YBR148W	cell cortex
YBR183W	cell cortex
YBR260C	cell cortex
YCL014W	cell cortex
YCL024W	cell cortex
YCL029C	cell cortex
YCL034W	cell cortex
YCR002C	cell cortex
YCR009C	cell cortex
YCR030C	cell cortex
YCR088W	cell cortex
YDL019C	cell cortex
YDL117W	cell cortex
YDL146W	cell cortex
YDL204W	cell cortex
YDL222C	cell cortex
YDL225W	cell cortex
YDR063W	cell cortex
YDR126W	cell cortex
YDR129C	cell cortex
YDR150W	cell cortex
YDR166C	cell cortex
YDR218C	cell cortex
YDR233C	cell cortex
YDR294C	cell cortex
YDR326C	cell cortex
YDR348C	cell cortex
YDR379W	cell cortex
YDR388W	cell cortex
YDR389W	cell cortex
YDR409W	cell cortex
YDR490C	cell cortex
YDR510W	cell cortex
YEL040W	cell cortex
YER008C	cell cortex
YER149C	cell cortex
YER155C	cell cortex
YFL039C	cell cortex
YGL181W	cell cortex
YGL233W	cell cortex
YGR059W	cell cortex
YGR080W	cell cortex
YGR136W	cell cortex
YGR198W	cell cortex
YGR241C	cell cortex
YHR001W	cell cortex
YHR016C	cell cortex
YHR023W	cell cortex
YHR073W	cell cortex
YHR080C	cell cortex
YHR107C	cell cortex
YHR114W	cell cortex
YHR129C	cell cortex
YHR149C	cell cortex
YHR155W	cell cortex
YHR158C	cell cortex
YHR161C	cell cortex
YIL034C	cell cortex
YIL068C	cell cortex
YIL090W	cell cortex
YIL095W	cell cortex
YIL138C	cell cortex
YIL140W	cell cortex
YIR006C	cell cortex
YJL020C	cell cortex
YJL085W	cell cortex
YJL145W	cell cortex
YJR065C	cell cortex
YJR076C	cell cortex
YJR090C	cell cortex
YJR092W	cell cortex
YJR125C	cell cortex
YKL007W	cell cortex
YKL048C	cell cortex
YKL101W	cell cortex
YKL129C	cell cortex
YKR001C	cell cortex
YKR003W	cell cortex
YKR054C	cell cortex
YLL021W	cell cortex
YLL038C	cell cortex
YLL049W	cell cortex
YLL050C	cell cortex
YLR045C	cell cortex
YLR166C	cell cortex
YLR229C	cell cortex
YLR242C	cell cortex
YLR314C	cell cortex
YLR319C	cell cortex
YLR337C	cell cortex
YLR342W	cell cortex
YLR404W	cell cortex
YLR429W	cell cortex
YML052W	cell cortex
YML072C	cell cortex
YMR032W	cell cortex
YMR092C	cell cortex
YMR109W	cell cortex
YMR294W	cell cortex
YNL020C	cell cortex
YNL079C	cell cortex
YNL084C	cell cortex
YNL087W	cell cortex
YNL094W	cell cortex
YNL106C	cell cortex
YNL116W	cell cortex
YNL138W	cell cortex
YNL152W	cell cortex
YNL161W	cell cortex
YNL166C	cell cortex
YNL194C	cell cortex
YNL233W	cell cortex
YNL243W	cell cortex
YNL257C	cell cortex
YNL271C	cell cortex
YNL293W	cell cortex
YNR031C	cell cortex
YOL100W	cell cortex
YOL112W	cell cortex
YOR086C	cell cortex
YOR109W	cell cortex
YOR127W	cell cortex
YOR152C	cell cortex
YOR165W	cell cortex
YOR171C	cell cortex
YOR181W	cell cortex
YOR233W	cell cortex
YOR239W	cell cortex
YOR329C	cell cortex
YOR337W	cell cortex
YOR367W	cell cortex
YPL074W	cell cortex
YPL115C	cell cortex
YPL174C	cell cortex
YPL242C	cell cortex
YPL269W	cell cortex
YPR055W	cell cortex
YPR154W	cell cortex
YPR171W	cell cortex
YPR188C	cell cortex
YBR036C	cellular ion homeostasis
YBR127C	cellular ion homeostasis
YBR187W	cellular ion homeostasis
YBR295W	cellular ion homeostasis
YCL005W-A	cellular ion homeostasis
YCL017C	cellular ion homeostasis
YCL058C	cellular ion homeostasis
YCR008W	cellular ion homeostasis
YCR044C	cellular ion homeostasis
YDL120W	cellular ion homeostasis
YDL128W	cellular ion homeostasis
YDL142C	cellular ion homeostasis
YDL185W	cellular ion homeostasis
YDL198C	cellular ion homeostasis
YDR011W	cellular ion homeostasis
YDR065W	cellular ion homeostasis
YDR089W	cellular ion homeostasis
YDR098C	cellular ion homeostasis
YDR107C	cellular ion homeostasis
YDR151C	cellular ion homeostasis
YDR184C	cellular ion homeostasis
YDR202C	cellular ion homeostasis
YDR205W	cellular ion homeostasis
YDR270W	cellular ion homeostasis
YDR328C	cellular ion homeostasis
YDR376W	cellular ion homeostasis
YDR436W	cellular ion homeostasis
YDR456W	cellular ion homeostasis
YDR492W	cellular ion homeostasis
YDR495C	cellular ion homeostasis
YDR515W	cellular ion homeostasis
YEL027W	cellular ion homeostasis
YEL031W	cellular ion homeostasis
YEL051W	cellular ion homeostasis
YEL065W	cellular ion homeostasis
YER053C	cellular ion homeostasis
YER113C	cellular ion homeostasis
YER133W	cellular ion homeostasis
YER145C	cellular ion homeostasis
YER174C	cellular ion homeostasis
YFR003C	cellular ion homeostasis
YGL006W	cellular ion homeostasis
YGL095C	cellular ion homeostasis
YGL155W	cellular ion homeostasis
YGL167C	cellular ion homeostasis
YGR020C	cellular ion homeostasis
YGR029W	cellular ion homeostasis
YGR092W	cellular ion homeostasis
YGR240C	cellular ion homeostasis
YHL047C	cellular ion homeostasis
YHR026W	cellular ion homeostasis
YHR039C-A	cellular ion homeostasis
YHR050W	cellular ion homeostasis
YHR060W	cellular ion homeostasis
YHR175W	cellular ion homeostasis
YHR194W	cellular ion homeostasis
YIL090W	cellular ion homeostasis
YJL059W	cellular ion homeostasis
YJL093C	cellular ion homeostasis
YJL129C	cellular ion homeostasis
YJL165C	cellular ion homeostasis
YJR033C	cellular ion homeostasis
YJR040W	cellular ion homeostasis
YJR049C	cellular ion homeostasis
YJR059W	cellular ion homeostasis
YJR104C	cellular ion homeostasis
YJR106W	cellular ion homeostasis
YKL040C	cellular ion homeostasis
YKL064W	cellular ion homeostasis
YKL080W	cellular ion homeostasis
YKL119C	cellular ion homeostasis
YKL134C	cellular ion homeostasis
YKL175W	cellular ion homeostasis
YKL190W	cellular ion homeostasis
YKR007W	cellular ion homeostasis
YKR050W	cellular ion homeostasis
YLL051C	cellular ion homeostasis
YLR023C	cellular ion homeostasis
YLR034C	cellular ion homeostasis
YLR047C	cellular ion homeostasis
YLR083C	cellular ion homeostasis
YLR126C	cellular ion homeostasis
YLR136C	cellular ion homeostasis
YLR138W	cellular ion homeostasis
YLR205C	cellular ion homeostasis
YLR220W	cellular ion homeostasis
YLR369W	cellular ion homeostasis
YLR433C	cellular ion homeostasis
YLR447C	cellular ion homeostasis
YML006C	cellular ion homeostasis
YML016C	cellular ion homeostasis
YML057W	cellular ion homeostasis
YML132W	cellular ion homeostasis
YMR021C	cellular ion homeostasis
YMR054W	cellular ion homeostasis
YMR058W	cellular ion homeostasis
YMR105C	cellular ion homeostasis
YMR134W	cellular ion homeostasis
YMR177W	cellular ion homeostasis
YMR205C	cellular ion homeostasis
YMR216C	cellular ion homeostasis
YMR243C	cellular ion homeostasis
YMR244C-A	cellular ion homeostasis
YMR301C	cellular ion homeostasis
YNL027W	cellular ion homeostasis
YNL259C	cellular ion homeostasis
YOL001W	cellular ion homeostasis
YOL002C	cellular ion homeostasis
YOL027C	cellular ion homeostasis
YOL060C	cellular ion homeostasis
YOL101C	cellular ion homeostasis
YOL122C	cellular ion homeostasis
YOR054C	cellular ion homeostasis
YOR079C	cellular ion homeostasis
YOR087W	cellular ion homeostasis
YOR147W	cellular ion homeostasis
YOR153W	cellular ion homeostasis
YOR226C	cellular ion homeostasis
YOR267C	cellular ion homeostasis
YOR270C	cellular ion homeostasis
YOR316C	cellular ion homeostasis
YOR332W	cellular ion homeostasis
YOR381W	cellular ion homeostasis
YPL135W	cellular ion homeostasis
YPL202C	cellular ion homeostasis
YPL224C	cellular ion homeostasis
YPL234C	cellular ion homeostasis
YPR036W	cellular ion homeostasis
YAL011W	chromatin organization
YAL013W	chromatin organization
YAL019W	chromatin organization
YAL051W	chromatin organization
YAL054C	chromatin organization
YAR002W	chromatin organization
YAR003W	chromatin organization
YBL002W	chromatin organization
YBL003C	chromatin organization
YBL006C	chromatin organization
YBL008W	chromatin organization
YBL052C	chromatin organization
YBL079W	chromatin organization
YBL088C	chromatin organization
YBR009C	chromatin organization
YBR010W	chromatin organization
YBR060C	chromatin organization
YBR081C	chromatin organization
YBR088C	chromatin organization
YBR089C-A	chromatin organization
YBR095C	chromatin organization
YBR103W	chromatin organization
YBR111W-A	chromatin organization
YBR112C	chromatin organization
YBR135W	chromatin organization
YBR136W	chromatin organization
YBR160W	chromatin organization
YBR175W	chromatin organization
YBR195C	chromatin organization
YBR198C	chromatin organization
YBR202W	chromatin organization
YBR215W	chromatin organization
YBR231C	chromatin organization
YBR245C	chromatin organization
YBR258C	chromatin organization
YBR275C	chromatin organization
YBR278W	chromatin organization
YBR279W	chromatin organization
YBR289W	chromatin organization
YCL010C	chromatin organization
YCL061C	chromatin organization
YCR020W-B	chromatin organization
YCR033W	chromatin organization
YCR052W	chromatin organization
YCR077C	chromatin organization
YCR082W	chromatin organization
YCR084C	chromatin organization
YDL002C	chromatin organization
YDL014W	chromatin organization
YDL017W	chromatin organization
YDL042C	chromatin organization
YDL070W	chromatin organization
YDL074C	chromatin organization
YDL084W	chromatin organization
YDL091C	chromatin organization
YDL106C	chromatin organization
YDL116W	chromatin organization
YDL126C	chromatin organization
YDL182W	chromatin organization
YDL197C	chromatin organization
YDR005C	chromatin organization
YDR026C	chromatin organization
YDR028C	chromatin organization
YDR071C	chromatin organization
YDR096W	chromatin organization
YDR098C	chromatin organization
YDR110W	chromatin organization
YDR121W	chromatin organization
YDR145W	chromatin organization
YDR155C	chromatin organization
YDR167W	chromatin organization
YDR176W	chromatin organization
YDR181C	chromatin organization
YDR190C	chromatin organization
YDR191W	chromatin organization
YDR207C	chromatin organization
YDR216W	chromatin organization
YDR224C	chromatin organization
YDR225W	chromatin organization
YDR227W	chromatin organization
YDR266C	chromatin organization
YDR295C	chromatin organization
YDR303C	chromatin organization
YDR310C	chromatin organization
YDR334W	chromatin organization
YDR359C	chromatin organization
YDR363W	chromatin organization
YDR363W-A	chromatin organization
YDR392W	chromatin organization
YDR439W	chromatin organization
YDR440W	chromatin organization
YDR448W	chromatin organization
YDR469W	chromatin organization
YDR485C	chromatin organization
YEL032W	chromatin organization
YEL044W	chromatin organization
YEL056W	chromatin organization
YER030W	chromatin organization
YER051W	chromatin organization
YER088C	chromatin organization
YER120W	chromatin organization
YER125W	chromatin organization
YER133W	chromatin organization
YER161C	chromatin organization
YER164W	chromatin organization
YER169W	chromatin organization
YER174C	chromatin organization
YFL013C	chromatin organization
YFL024C	chromatin organization
YFL039C	chromatin organization
YFR013W	chromatin organization
YFR034C	chromatin organization
YFR036W	chromatin organization
YFR037C	chromatin organization
YGL014W	chromatin organization
YGL037C	chromatin organization
YGL048C	chromatin organization
YGL058W	chromatin organization
YGL066W	chromatin organization
YGL092W	chromatin organization
YGL112C	chromatin organization
YGL131C	chromatin organization
YGL133W	chromatin organization
YGL150C	chromatin organization
YGL163C	chromatin organization
YGL194C	chromatin organization
YGL207W	chromatin organization
YGL240W	chromatin organization
YGL244W	chromatin organization
YGL252C	chromatin organization
YGR002C	chromatin organization
YGR056W	chromatin organization
YGR063C	chromatin organization
YGR116W	chromatin organization
YGR252W	chromatin organization
YGR270W	chromatin organization
YGR275W	chromatin organization
YHL025W	chromatin organization
YHR013C	chromatin organization
YHR056C	chromatin organization
YHR061C	chromatin organization
YHR090C	chromatin organization
YHR099W	chromatin organization
YHR118C	chromatin organization
YHR119W	chromatin organization
YHR207C	chromatin organization
YIL063C	chromatin organization
YIL084C	chromatin organization
YIL101C	chromatin organization
YIL112W	chromatin organization
YIL126W	chromatin organization
YIL131C	chromatin organization
YIL150C	chromatin organization
YIR018W	chromatin organization
YIR033W	chromatin organization
YJL019W	chromatin organization
YJL065C	chromatin organization
YJL076W	chromatin organization
YJL080C	chromatin organization
YJL081C	chromatin organization
YJL115W	chromatin organization
YJL127C	chromatin organization
YJL168C	chromatin organization
YJL176C	chromatin organization
YJL194W	chromatin organization
YJR017C	chromatin organization
YJR035W	chromatin organization
YJR060W	chromatin organization
YJR082C	chromatin organization
YJR119C	chromatin organization
YJR140C	chromatin organization
YKL018W	chromatin organization
YKL020C	chromatin organization
YKL057C	chromatin organization
YKL062W	chromatin organization
YKL112W	chromatin organization
YKL160W	chromatin organization
YKR008W	chromatin organization
YKR010C	chromatin organization
YKR017C	chromatin organization
YKR019C	chromatin organization
YKR029C	chromatin organization
YKR042W	chromatin organization
YKR048C	chromatin organization
YKR082W	chromatin organization
YKR095W	chromatin organization
YKR101W	chromatin organization
YLL002W	chromatin organization
YLL004W	chromatin organization
YLL022C	chromatin organization
YLR015W	chromatin organization
YLR033W	chromatin organization
YLR052W	chromatin organization
YLR055C	chromatin organization
YLR085C	chromatin organization
YLR095C	chromatin organization
YLR102C	chromatin organization
YLR103C	chromatin organization
YLR141W	chromatin organization
YLR153C	chromatin organization
YLR223C	chromatin organization
YLR226W	chromatin organization
YLR272C	chromatin organization
YLR274W	chromatin organization
YLR285W	chromatin organization
YLR288C	chromatin organization
YLR293C	chromatin organization
YLR319C	chromatin organization
YLR321C	chromatin organization
YLR335W	chromatin organization
YLR357W	chromatin organization
YLR385C	chromatin organization
YLR399C	chromatin organization
YLR418C	chromatin organization
YLR442C	chromatin organization
YLR449W	chromatin organization
YML041C	chromatin organization
YML065W	chromatin organization
YML069W	chromatin organization
YML074C	chromatin organization
YML102W	chromatin organization
YML109W	chromatin organization
YML121W	chromatin organization
YML127W	chromatin organization
YMR022W	chromatin organization
YMR033W	chromatin organization
YMR037C	chromatin organization
YMR044W	chromatin organization
YMR069W	chromatin organization
YMR075W	chromatin organization
YMR080C	chromatin organization
YMR091C	chromatin organization
YMR106C	chromatin organization
YMR127C	chromatin organization
YMR179W	chromatin organization
YMR219W	chromatin organization
YMR223W	chromatin organization
YMR231W	chromatin organization
YMR235C	chromatin organization
YMR236W	chromatin organization
YMR239C	chromatin organization
YMR247C	chromatin organization
YMR263W	chromatin organization
YMR273C	chromatin organization
YMR284W	chromatin organization
YMR307W	chromatin organization
YNL021W	chromatin organization
YNL030W	chromatin organization
YNL031C	chromatin organization
YNL059C	chromatin organization
YNL068C	chromatin organization
YNL088W	chromatin organization
YNL097C	chromatin organization
YNL107W	chromatin organization
YNL135C	chromatin organization
YNL136W	chromatin organization
YNL186W	chromatin organization
YNL206C	chromatin organization
YNL216W	chromatin organization
YNL246W	chromatin organization
YNL261W	chromatin organization
YNL262W	chromatin organization
YNL330C	chromatin organization
YOL004W	chromatin organization
YOL006C	chromatin organization
