ORF	cluster	gene_name
YBR094W	22	PBY1
YBR098W	22	MMS4
YCL016C	22	DCC1
YCL061C	22	MRC1
YDL134C	22	PPH21
YDR217C	22	RAD9
YDR279W	22	RNH202
YDR386W	22	MUS81
YDR435C	22	PPM1
YER164W	22	CHD1
YGL019W	22	CKB1
YGL175C	22	SAE2
YHR134W	22	WSS1
YJL092W	22	SRS2
YJR043C	22	POL32
YKL113C	22	RAD27
YLR079W	22	SIC1
YLR135W	22	SLX4
YLR154C	22	RNH203
YML007W	22	YAP1
YML028W	22	TSA1
YMR038C	22	CCS1
YMR048W	22	CSM3
YNL072W	22	RNH201
YNL218W	22	MGS1
YOR025W	22	HST3
YOR039W	22	CKB2
YOR061W	22	CKA2
YOR346W	22	REV1
YPL008W	22	CHL1
YPL152W	22	RRD2
YPR135W	22	CTF4
YBR125C	21	PTC4
YBR283C	21	SSH1
YCL045C	21	EMC1
YCR063W	21	BUD31
YCR089W	21	FIG2
YDL223C	21	HBT1
YDL243C	21	AAD4
YDR025W	21	RPS11A
YDR049W	21	VMS1
YDR233C	21	RTN1
YDR440W	21	DOT1
YDR479C	21	PEX29
YFL023W	21	BUD27
YGL110C	21	CUE3
YGR157W	21	CHO2
YHL029C	21	OCA5
YIL035C	21	CKA1
YIL090W	21	ICE2
YIR033W	21	MGA2
YJL082W	21	IML2
YJR088C	21	EMC2
YKL179C	21	COY1
YLL024C	21	SSA2
YLL038C	21	ENT4
YLR089C	21	ALT1
YML013W	21	UBX2
YMR186W	21	HSC82
YMR272C	21	SCS7
YNL032W	21	SIW14
YNL087W	21	TCB2
YOR027W	21	STI1
YOR311C	21	DGK1
YPL090C	21	RPS6A
YAL021C	20	CCR4
YAR002W	20	NUP60
YBL081W	20	YBL081W
YBR278W	20	DPB3
YCR086W	20	CSM1
YDL013W	20	SLX5
YDR059C	20	UBC5
YDR092W	20	UBC13
YDR159W	20	SAC3
YEL060C	20	PRB1
YER075C	20	PTP3
YER116C	20	SLX8
YFR013W	20	IOC3
YFR036W	20	CDC26
YGL087C	20	MMS2
YHL002W	20	HSE1
YHR167W	20	THP2
YKR010C	20	TOF2
YKR082W	20	NUP133
YKR095W	20	MLP1
YLL043W	20	FPS1
YLR421C	20	RPN13
YLR452C	20	SST2
YML034W	20	SRC1
YML062C	20	MFT1
YMR119W	20	ASI1
YMR219W	20	ESC1
YOL006C	20	TOP1
YOL011W	20	PLB3
YOR043W	20	WHI2
YOR080W	20	DIA2
YOR156C	20	NFI1
YPL100W	20	ATG21
YBR073W	19	RDH54
YBR093C	19	PHO5
YBR201W	19	DER1
YCL008C	19	STP22
YCR066W	19	RAD18
YDL091C	19	UBX3
YDL226C	19	GCS1
YDR512C	19	EMI1
YER019W	19	ISC1
YER031C	19	YPT31
YGR077C	19	PEX8
YGR122W	19	YGR122W
YGR133W	19	PEX4
YHL027W	19	RIM101
YHR158C	19	KEL1
YJL214W	19	HXT8
YJR036C	19	HUL4
YJR070C	19	LIA1
YKR042W	19	UTH1
YLR032W	19	RAD5
YLR110C	19	CCW12
YML119W	19	YML119W
YMR026C	19	PEX12
YMR035W	19	IMP2
YMR202W	19	ERG2
YNL021W	19	HDA1
YNL294C	19	RIM21
YNL315C	19	ATP11
YNR020C	19	ATP23
YOL064C	19	MET22
YOR030W	19	DFG16
YOR124C	19	UBP2
YOR275C	19	RIM20
YPR065W	19	ROX1
YAR003W	18	SWD1
YBR082C	18	UBC4
YBR159W	18	IFA38
YBR175W	18	SWD3
YCL010C	18	SGF29
YDL020C	18	RPN4
YDL074C	18	BRE1
YDR076W	18	RAD55
YDR363W	18	ESC2
YDR369C	18	XRS2
YDR469W	18	SDC1
YGL058W	18	RAD6
YGL163C	18	RAD54
YGL244W	18	RTF1
YJL098W	18	SAP185
YJL115W	18	ASF1
YJR090C	18	GRR1
YKR072C	18	SIS2
YLL002W	18	RTT109
YLR015W	18	BRE2
YML107C	18	PML39
YMR190C	18	SGS1
YMR224C	18	MRE11
YNL064C	18	YDJ1
YOR113W	18	AZF1
YOR322C	18	LDB19
YPL024W	18	RMI1
YPL055C	18	LGE1
YPL106C	18	SSE1
YPL138C	18	SPP1
YPL150W	18	YPL150W
YPL184C	18	MRN1
YPR084W	18	YPR084W
YPR164W	18	MMS1
YAL010C	17	MDM10
YAL048C	17	GEM1
YBR168W	17	PEX32
YBR221C	17	PDB1
YCR031C	17	RPS14A
YDL059C	17	RAD59
YDL125C	17	HNT1
YDL213C	17	NOP6
YDR393W	17	SHE9
YER061C	17	CEM1
YER178W	17	PDA1
YFL018C	17	LPD1
YGL219C	17	MDM34
YGR101W	17	PCP1
YHR004C	17	NEM1
YHR067W	17	HTD2
YJL046W	17	AIM22
YJL128C	17	PBS2
YJR094C	17	IME1
YKL053C-A	17	MDM35
YKR074W	17	AIM29
YLR006C	17	SSK1
YLR113W	17	HOG1
YML112W	17	CTK3
YML123C	17	PHO84
YMR039C	17	SUB1
YMR070W	17	MOT3
YMR292W	17	GOT1
YNL027W	17	CRZ1
YNL049C	17	SFB2
YNL071W	17	LAT1
YNR031C	17	SSK2
YNR065C	17	YNR065C
YOL009C	17	MDM12
YPL068C	17	YPL068C
YAL020C	16	ATS1
YBL017C	16	PEP1
YBL024W	16	NCL1
YBL066C	16	SEF1
YBR132C	16	AGP2
YDR181C	16	SAS4
YFR048W	16	RMD8
YGL035C	16	MIG1
YGL211W	16	NCS6
YGR092W	16	DBF2
YGR200C	16	ELP2
YHL028W	16	WSC4
YHR021C	16	RPS27B
YHR111W	16	UBA4
YHR114W	16	BZZ1
YHR178W	16	STB5
YHR187W	16	IKI1
YIL008W	16	URM1
YJL136C	16	RPS21B
YKL009W	16	MRT4
YKL032C	16	IXR1
YKL110C	16	KTI12
YKL208W	16	CBT1
YKR024C	16	DBP7
YLR114C	16	AVL9
YLR401C	16	DUS3
YML128C	16	MSC1
YMR127C	16	SAS2
YMR285C	16	NGL2
YMR312W	16	ELP6
YNL001W	16	DOM34
YNL119W	16	NCS2
YOR213C	16	SAS5
YPL086C	16	ELP3
YPL101W	16	ELP4
YAL024C	15	LTE1
YBL078C	15	ATG8
YBL101C	15	ECM21
YBR034C	15	HMT1
YCR034W	15	ELO2
YDL048C	15	STP4
YDL052C	15	SLC1
YDL122W	15	UBP1
YDR294C	15	DPL1
YDR297W	15	SUR2
YDR330W	15	UBX5
YDR332W	15	IRC3
YDR466W	15	PKH3
YER089C	15	PTC2
YER156C	15	YER156C
YFL003C	15	MSH4
YGR184C	15	UBR1
YGR197C	15	SNG1
YGR237C	15	YGR237C
YHR181W	15	SVP26
YIL131C	15	FKH1
YJL117W	15	PHO86
YKL090W	15	CUE2
YKL166C	15	TPK3
YLL019C	15	KNS1
YLL039C	15	UBI4
YLR181C	15	VTA1
YML016C	15	PPZ1
YML111W	15	BUL2
YNL054W	15	VAC7
YNL323W	15	LEM3
YOL061W	15	PRS5
YOL116W	15	MSN1
YOR101W	15	RAS1
YOR342C	15	YOR342C
YPL141C	15	FRK1
YBL058W	14	SHP1
YBR057C	14	MUM2
YBR058C	14	UBP14
YDL056W	14	MBP1
YDL117W	14	CYK3
YDR075W	14	PPH3
YDR156W	14	RPA14
YDR174W	14	HMO1
YDR260C	14	SWM1
YDR335W	14	MSN5
YDR383C	14	NKP1
YER111C	14	SWI4
YFR010W	14	UBP6
YGL167C	14	PMR1
YGL168W	14	HUR1
YGL173C	14	XRN1
YHR200W	14	RPN10
YIL153W	14	RRD1
YJL148W	14	RPA34
YKL101W	14	HSL1
YKL213C	14	DOA1
YKR048C	14	NAP1
YLR102C	14	APC9
YLR150W	14	STM1
YML017W	14	PSP2
YMR073C	14	IRC21
YMR116C	14	ASC1
YMR198W	14	CIK1
YMR273C	14	ZDS1
YNL016W	14	PUB1
YNL068C	14	FKH2
YNL201C	14	PSY2
YNL298W	14	CLA4
YOR127W	14	RGA1
YPL115C	14	BEM3
YPR120C	14	CLB5
YAL042W	13	ERV46
YBL061C	13	SKT5
YBR023C	13	CHS3
YBR078W	13	ECM33
YBR108W	13	AIM3
YBR126C	13	TPS1
YBR162C	13	TOS1
YBR290W	13	BSD2
YCR088W	13	ABP1
YER149C	13	PEA2
YGL228W	13	SHE10
YGL242C	13	YGL242C
YGL253W	13	HXK2
YGR054W	13	YGR054W
YHR078W	13	YHR078W
YHR142W	13	CHS7
YIL036W	13	CST6
YIR003W	13	AIM21
YJL020C	13	BBC1
YJL187C	13	SWE1
YKL007W	13	CAP1
YKL079W	13	SMY1
YKR099W	13	BAS1
YLL021W	13	SPA2
YLR024C	13	UBR2
YML067C	13	ERV41
YML117W	13	NAB6
YMR092C	13	AIP1
YMR100W	13	MUB1
YMR109W	13	MYO5
YNL233W	13	BNI4
YOL045W	13	PSK2
YPL161C	13	BEM4
YPR043W	13	RPL43A
YPR045C	13	THP3
YPR066W	13	UBA3
YPR075C	13	OPY2
YBL103C	12	RTG3
YBR009C	12	HHF1
YBR131W	12	CCZ1
YCL011C	12	GBP2
YCR008W	12	SAT4
YDL077C	12	VAM6
YDR080W	12	VPS41
YDR097C	12	MSH6
YDR191W	12	HST4
YDR313C	12	PIB1
YDR497C	12	ITR1
YER161C	12	SPT2
YER162C	12	RAD4
YFL033C	12	RIM15
YGL124C	12	MON1
YGL212W	12	VAM7
YHR001W-A	12	QCR10
YJL165C	12	HAL5
YKL160W	12	ELF1
YLL001W	12	DNM1
YLL045C	12	RPL8B
YLR131C	12	ACE2
YML035C	12	AMD1
YMR201C	12	RAD14
YMR205C	12	PFK2
YNL031C	12	HHT2
YNL037C	12	IDH1
YNL076W	12	MKS1
YNL236W	12	SIN4
YNL255C	12	GIS2
YOL062C	12	APM4
YOL081W	12	IRA2
YOR006C	12	TSR3
YOR106W	12	VAM3
YOR171C	12	LCB4
YOR360C	12	PDE2
YPL022W	12	RAD1
