ORF	Gene	gene_set	set_label
YHR167W	THP2	general nuclear export	tina hand-curated processes
YGR090W	UTP22	general nuclear export	tina hand-curated processes
YDR381W	YRA1	general nuclear export	tina hand-curated processes
YDR002W	YRB1	general nuclear export	tina hand-curated processes
YIL063C	YRB2	general nuclear export	tina hand-curated processes
YER087W	AIM10	tRNA synthesase	tina hand-curated processes
YOR335C	ALA1	tRNA synthesase	tina hand-curated processes
YGL105W	ARC1	tRNA synthesase	tina hand-curated processes
YPL160W	CDC60	tRNA synthesase	tina hand-curated processes
YHR019C	DED81	tRNA synthesase	tina hand-curated processes
YHR011W	DIA4	tRNA synthesase	tina hand-curated processes
YLL018C	DPS1	tRNA synthesase	tina hand-curated processes
YLR060W	FRS1	tRNA synthesase	tina hand-curated processes
YFL022C	FRS2	tRNA synthesase	tina hand-curated processes
YOR168W	GLN4	tRNA synthesase	tina hand-curated processes
YPR081C	GRS2	tRNA synthesase	tina hand-curated processes
YGL245W	GUS1	tRNA synthesase	tina hand-curated processes
YPR033C	HTS1	tRNA synthesase	tina hand-curated processes
YBL076C	ILS1	tRNA synthesase	tina hand-curated processes
YPL040C	ISM1	tRNA synthesase	tina hand-curated processes
YDR037W	KRS1	tRNA synthesase	tina hand-curated processes
YGR264C	MES1	tRNA synthesase	tina hand-curated processes
YDR023W	SES1	tRNA synthesase	tina hand-curated processes
YIL078W	THS1	tRNA synthesase	tina hand-curated processes
YGR185C	TYS1	tRNA synthesase	tina hand-curated processes
YGR094W	VAS1	tRNA synthesase	tina hand-curated processes
YOL097C	WRS1	tRNA synthesase	tina hand-curated processes
YDR341C	YDR341C	tRNA synthesase	tina hand-curated processes
YHR020W	YHR020W	tRNA synthesase	tina hand-curated processes
YNL247W	YNL247W	tRNA synthesase	tina hand-curated processes
YOR239W	ABP140	tRNA methyltransferase	tina hand-curated processes
YNL062C	GCD10	tRNA methyltransferase	tina hand-curated processes
YJL125C	GCD14	tRNA methyltransferase	tina hand-curated processes
YIL090W	ICE2	tRNA methyltransferase	tina hand-curated processes
YBL024W	NCL1	tRNA methyltransferase	tina hand-curated processes
YOL141W	PPM2	tRNA methyltransferase	tina hand-curated processes
YDR120C	TRM1	tRNA methyltransferase	tina hand-curated processes
YOL093W	TRM10	tRNA methyltransferase	tina hand-curated processes
YOL124C	TRM11	tRNA methyltransferase	tina hand-curated processes
YNR046W	TRM112	tRNA methyltransferase	tina hand-curated processes
YML005W	TRM12	tRNA methyltransferase	tina hand-curated processes
YOL125W	TRM13	tRNA methyltransferase	tina hand-curated processes
YKR056W	TRM2	tRNA methyltransferase	tina hand-curated processes
YDL112W	TRM3	tRNA methyltransferase	tina hand-curated processes
YPL030W	TRM44	tRNA methyltransferase	tina hand-curated processes
YHR070W	TRM5	tRNA methyltransferase	tina hand-curated processes
YBR061C	TRM7	tRNA methyltransferase	tina hand-curated processes
YMR259C	TRM732	tRNA methyltransferase	tina hand-curated processes
YDL201W	TRM8	tRNA methyltransferase	tina hand-curated processes
YDR165W	TRM82	tRNA methyltransferase	tina hand-curated processes
YML014W	TRM9	tRNA methyltransferase	tina hand-curated processes
YGL050W	TYW3	tRNA methyltransferase	tina hand-curated processes
YAL020C	ATS1	tRNA base modification	tina hand-curated processes
YGR262C	BUD32	tRNA base modification	tina hand-curated processes
YML036W	CGI121	tRNA base modification	tina hand-curated processes
YFL001W	DEG1	tRNA base modification	tina hand-curated processes
YGR200C	ELP2	tRNA base modification	tina hand-curated processes
YPL086C	ELP3	tRNA base modification	tina hand-curated processes
YPL101W	ELP4	tRNA base modification	tina hand-curated processes
YMR312W	ELP6	tRNA base modification	tina hand-curated processes
YJL184W	GON7	tRNA base modification	tina hand-curated processes
YHR187W	IKI1	tRNA base modification	tina hand-curated processes
YLR384C	IKI3	tRNA base modification	tina hand-curated processes
YKR038C	KAE1	tRNA base modification	tina hand-curated processes
YBL071W-A	KTI11	tRNA base modification	tina hand-curated processes
YKL110C	KTI12	tRNA base modification	tina hand-curated processes
YKR095W-A	PCC1	tRNA base modification	tina hand-curated processes
YGL169W	SUA5	tRNA base modification	tina hand-curated processes
YGL232W	TAN1	tRNA base modification	tina hand-curated processes
YHR003C	TCD1	tRNA base modification	tina hand-curated processes
YKL027W	TCD2	tRNA base modification	tina hand-curated processes
YBL026W	LSM2	tRNA splicing	tina hand-curated processes
YLR438C-A	LSM3	tRNA splicing	tina hand-curated processes
YER112W	LSM4	tRNA splicing	tina hand-curated processes
YER146W	LSM5	tRNA splicing	tina hand-curated processes
YDR378C	LSM6	tRNA splicing	tina hand-curated processes
YNL147W	LSM7	tRNA splicing	tina hand-curated processes
YJR022W	LSM8	tRNA splicing	tina hand-curated processes
YMR087W	PDL32	tRNA splicing	tina hand-curated processes
YBR022W	POA1	tRNA splicing	tina hand-curated processes
YMR059W	SEN15	tRNA splicing	tina hand-curated processes
YLR105C	SEN2	tRNA splicing	tina hand-curated processes
YAR008W	SEN34	tRNA splicing	tina hand-curated processes
YPL083C	SEN54	tRNA splicing	tina hand-curated processes
YLR375W	STP3	tRNA splicing	tina hand-curated processes
YOL102C	TPT1	tRNA splicing	tina hand-curated processes
YJL087C	TRL1	tRNA splicing	tina hand-curated processes
YOR112W	CEX1	nuclear trasnport of tRNA	tina hand-curated processes
YKL205W	LOS1	nuclear trasnport of tRNA	tina hand-curated processes
YGR264C	MES1	nuclear trasnport of tRNA	tina hand-curated processes
YDR335W	MSN5	nuclear trasnport of tRNA	tina hand-curated processes
YOR160W	MTR10	nuclear trasnport of tRNA	tina hand-curated processes
YPL212C	PUS1	nuclear trasnport of tRNA	tina hand-curated processes
YNR034W	SOL1	nuclear trasnport of tRNA	tina hand-curated processes
YCR073W-A	SOL2	nuclear trasnport of tRNA	tina hand-curated processes
YLL024C	SSA2	nuclear trasnport of tRNA	tina hand-curated processes
YPR080W	TEF1	nuclear trasnport of tRNA	tina hand-curated processes
YBR118W	TEF2	nuclear trasnport of tRNA	tina hand-curated processes
YGR090W	UTP22	nuclear trasnport of tRNA	tina hand-curated processes
YGR128C	UTP8	nuclear trasnport of tRNA	tina hand-curated processes
YOL139C	CDC33	CRM1 mediated mRNA export	tina hand-curated processes
YGR218W	CRM1	CRM1 mediated mRNA export	tina hand-curated processes
YCL011C	GBP2	CRM1 mediated mRNA export	tina hand-curated processes
YNL004W	HRB1	CRM1 mediated mRNA export	tina hand-curated processes
YBR017C	KAP104	CRM1 mediated mRNA export	tina hand-curated processes
YGL122C	NAB2	CRM1 mediated mRNA export	tina hand-curated processes
YOL123W	HRP1	CRM1 mediated mRNA export	tina hand-curated processes
YPL178W	CBC2	mRNA export	tina hand-curated processes
YOL139C	CDC33	mRNA export	tina hand-curated processes
YGR218W	CRM1	mRNA export	tina hand-curated processes
YOR046C	DBP5	mRNA export	tina hand-curated processes
YCL011C	GBP2	mRNA export	tina hand-curated processes
YDL207W	GLE1	mRNA export	tina hand-curated processes
YER107C	GLE2	mRNA export	tina hand-curated processes
YDR138W	HPR1	mRNA export	tina hand-curated processes
YNL004W	HRB1	mRNA export	tina hand-curated processes
YBR017C	KAP104	mRNA export	tina hand-curated processes
YHR081W	LRP1	mRNA export	tina hand-curated processes
YPL169C	MEX67	mRNA export	tina hand-curated processes
YHR015W	MIP6	mRNA export	tina hand-curated processes
YOR160W	MTR10	mRNA export	tina hand-curated processes
YKL186C	MTR2	mRNA export	tina hand-curated processes
YGL122C	NAB2	mRNA export	tina hand-curated processes
YDR432W	NPL3	mRNA export	tina hand-curated processes
YMR047C	NUP116	mRNA export	tina hand-curated processes
YKR002W	PAP1	mRNA export	tina hand-curated processes
YLR016C	PML1	mRNA export	tina hand-curated processes
YML107C	PML39	mRNA export	tina hand-curated processes
YDR159W	SAC3	mRNA export	tina hand-curated processes
YDR363W-A	SEM1	mRNA export	tina hand-curated processes
YCL037C	SRO9	mRNA export	tina hand-curated processes
YDL084W	SUB2	mRNA export	tina hand-curated processes
YBR111W-A	SUS1	mRNA export	tina hand-curated processes
YNL253W	TEX1	mRNA export	tina hand-curated processes
YOL072W	THP1	mRNA export	tina hand-curated processes
YHR167W	THP2	mRNA export	tina hand-curated processes
YDR457W	TOM1	mRNA export	tina hand-curated processes
YDR381W	YRA1	mRNA export	tina hand-curated processes
YKL214C	YRA2	mRNA export	tina hand-curated processes
YMR273C	ZDS1	mRNA export	tina hand-curated processes
YBL074C	AAR2	mRNA splicing	tina hand-curated processes
YDL074C	BRE1	mRNA splicing	tina hand-curated processes
YPR057W	BRR1	mRNA splicing	tina hand-curated processes
YGL174W	BUD13	mRNA splicing	tina hand-curated processes
YCR063W	BUD31	mRNA splicing	tina hand-curated processes
YHL038C	CBP2	mRNA splicing	tina hand-curated processes
YDR364C	CDC40	mRNA splicing	tina hand-curated processes
YDR163W	CWC15	mRNA splicing	tina hand-curated processes
YDR482C	CWC21	mRNA splicing	tina hand-curated processes
YGR278W	CWC22	mRNA splicing	tina hand-curated processes
YGL128C	CWC23	mRNA splicing	tina hand-curated processes
YNL245C	CWC25	mRNA splicing	tina hand-curated processes
YPL064C	CWC27	mRNA splicing	tina hand-curated processes
YKL149C	DBR1	mRNA splicing	tina hand-curated processes
YPR082C	DIB1	mRNA splicing	tina hand-curated processes
YGR093W	DRN1	mRNA splicing	tina hand-curated processes
YBR065C	ECM2	mRNA splicing	tina hand-curated processes
YBR102C	EXO84	mRNA splicing	tina hand-curated processes
YOR319W	HSH49	mRNA splicing	tina hand-curated processes
YIR005W	IST3	mRNA splicing	tina hand-curated processes
YJR050W	ISY1	mRNA splicing	tina hand-curated processes
YHR156C	LIN1	mRNA splicing	tina hand-curated processes
LSR1	LSR1	mRNA splicing	tina hand-curated processes
YDL087C	LUC7	mRNA splicing	tina hand-curated processes
YNL210W	MER1	mRNA splicing	tina hand-curated processes
YPL184C	MRN1	mRNA splicing	tina hand-curated processes
YIR021W	MRS1	mRNA splicing	tina hand-curated processes
YIR009W	MSL1	mRNA splicing	tina hand-curated processes
YLR116W	MSL5	mRNA splicing	tina hand-curated processes
YBR119W	MUD1	mRNA splicing	tina hand-curated processes
YKL074C	MUD2	mRNA splicing	tina hand-curated processes
YPL190C	NAB3	mRNA splicing	tina hand-curated processes
YHR086W	NAM8	mRNA splicing	tina hand-curated processes
YDR432W	NPL3	mRNA splicing	tina hand-curated processes
YML107C	PML39	mRNA splicing	tina hand-curated processes
YKR086W	PRP16	mRNA splicing	tina hand-curated processes
YLL036C	PRP19	mRNA splicing	tina hand-curated processes
YNR011C	PRP2	mRNA splicing	tina hand-curated processes
YER013W	PRP22	mRNA splicing	tina hand-curated processes
YGL120C	PRP43	mRNA splicing	tina hand-curated processes
YAL032C	PRP45	mRNA splicing	tina hand-curated processes
YHR165C	PRP8	mRNA splicing	tina hand-curated processes
YDL030W	PRP9	mRNA splicing	tina hand-curated processes
YPR094W	RDS3	mRNA splicing	tina hand-curated processes
YML049C	RSE1	mRNA splicing	tina hand-curated processes
YFR005C	SAD1	mRNA splicing	tina hand-curated processes
YDR088C	SLU7	mRNA splicing	tina hand-curated processes
YIL061C	SNP1	mRNA splicing	tina hand-curated processes
snR6	SNR6	mRNA splicing	tina hand-curated processes
YKL173W	SNU114	mRNA splicing	tina hand-curated processes
YEL026W	SNU13	mRNA splicing	tina hand-curated processes
YDL098C	SNU23	mRNA splicing	tina hand-curated processes
YDR240C	SNU56	mRNA splicing	tina hand-curated processes
YOR308C	SNU66	mRNA splicing	tina hand-curated processes
YGR013W	SNU71	mRNA splicing	tina hand-curated processes
YBR152W	SPP381	mRNA splicing	tina hand-curated processes
YNL187W	SWT21	mRNA splicing	tina hand-curated processes
YDR416W	SYF1	mRNA splicing	tina hand-curated processes
YPL157W	TGS1	mRNA splicing	tina hand-curated processes
YPR045C	THP3	mRNA splicing	tina hand-curated processes
YLR298C	YHC1	mRNA splicing	tina hand-curated processes
YJR084W	YJR084W	mRNA splicing	tina hand-curated processes
YKL095W	YJU2	mRNA splicing	tina hand-curated processes
YLR277C	YSH1	mRNA splicing	tina hand-curated processes
YGL130W	CEG1	mRNA 5' capping	tina hand-curated processes
YPL228W	CET1	mRNA 5' capping	tina hand-curated processes
YDR370C	DXO1	mRNA 5' capping	tina hand-curated processes
YKL139W	CTK1	3' end mRNA processing	tina hand-curated processes
YJL006C	CTK2	3' end mRNA processing	tina hand-curated processes
YML112W	CTK3	3' end mRNA processing	tina hand-curated processes
YER032W	FIR1	3' end mRNA processing	tina hand-curated processes
YOL123W	HRP1	3' end mRNA processing	tina hand-curated processes
YKL059C	MPE1	3' end mRNA processing	tina hand-curated processes
YPL190C	NAB3	3' end mRNA processing	tina hand-curated processes
YNL251C	NRD1	3' end mRNA processing	tina hand-curated processes
YER165W	PAB1	3' end mRNA processing	tina hand-curated processes
YKR002W	PAP1	3' end mRNA processing	tina hand-curated processes
YDR228C	PCF11	3' end mRNA processing	tina hand-curated processes
YNL317W	PFS2	3' end mRNA processing	tina hand-curated processes
YAL043C	PTA1	3' end mRNA processing	tina hand-curated processes
YGR156W	PTI1	3' end mRNA processing	tina hand-curated processes
YDR195W	REF2	3' end mRNA processing	tina hand-curated processes
YMR061W	RNA14	3' end mRNA processing	tina hand-curated processes
YGL044C	RNA15	3' end mRNA processing	tina hand-curated processes
YGR276C	RNH70	3' end mRNA processing	tina hand-curated processes
YJL140W	RPB4	3' end mRNA processing	tina hand-curated processes
