cluster	query_uniq1	query_ORF1
mitochondria and respiration	IDP3_sn2810	YNL009W
mitochondria and respiration	IFM1_sn4207	YOL023W
mitochondria and respiration	ILM1_sn65	YJR118C
mitochondria and respiration	ILV1_sn4328	YER086W
mitochondria and respiration	ILV3_damp656	YJR016C
mitochondria and respiration	ILV5_tsq2137	YLR355C
mitochondria and respiration	ILV6_dma479	YCL009C
mitochondria and respiration	ILV6_sn4327	YCL009C
mitochondria and respiration	IMA1_sn2761	YGR287C
mitochondria and respiration	IMG1_sn4020	YCR046C
mitochondria and respiration	IMG2_dma581	YCR071C
mitochondria and respiration	IMO32_sn2562	YGR031W
mitochondria and respiration	IMP1_sn2661	YMR150C
mitochondria and respiration	IMP2_dma3657	YMR035W
mitochondria and respiration	IMP2_sn2662	YMR035W
mitochondria and respiration	INA17_sn3694	YPL099C
mitochondria and respiration	INA22_sn1133	YIR024C
mitochondria and respiration	INH1_dma749	YDL181W
mitochondria and respiration	INH1_sn2413	YDL181W
mitochondria and respiration	IRA2_dma4362	YOL081W
mitochondria and respiration	IRA2_sn981	YOL081W
mitochondria and respiration	IRC20_dma3292	YLR247C
mitochondria and respiration	IRC3_sn2498	YDR332W
mitochondria and respiration	IRS4_dma2933	YKR019C
mitochondria and respiration	ISA1_sn2278	YLL027W
mitochondria and respiration	ISF1_sn2455	YMR081C
mitochondria and respiration	ISU1_dma4865	YPL135W
mitochondria and respiration	ISU1_sn2304	YPL135W
mitochondria and respiration	ISU2_dma4640	YOR226C
mitochondria and respiration	JAC1_damp469	YGL018C
mitochondria and respiration	JID1_sn2533	YPR061C
mitochondria and respiration	JJJ1_sn166	YNL227C
mitochondria and respiration	JSN1_dma2674	YJR091C
mitochondria and respiration	JSN1_sn1479	YJR091C
mitochondria and respiration	KAR5_sn844	YMR065W
mitochondria and respiration	KGD1_sn4713	YIL125W
mitochondria and respiration	KGD2_dma948	YDR148C
mitochondria and respiration	KGD2_sn4692	YDR148C
mitochondria and respiration	KHA1_dma2505	YJL094C
mitochondria and respiration	KHA1_sn2310	YJL094C
mitochondria and respiration	KIP2_dma4874	YPL155C
mitochondria and respiration	KIP2_sn1496	YPL155C
mitochondria and respiration	KOG1_tsq291	YHR186C
mitochondria and respiration	LAG2_dma4300	YOL025W
mitochondria and respiration	LAM4_dma2127	YHR080C
mitochondria and respiration	LAM6_sn3483	YLR072W
mitochondria and respiration	LAS1_tsq2092	YKR063C
mitochondria and respiration	LAT1_dma3994	YNL071W
mitochondria and respiration	LAT1_sn4738	YNL071W
mitochondria and respiration	LCL3_dma1667	YGL085W
mitochondria and respiration	LDB16_sn2546	YCL005W
mitochondria and respiration	LEU4_dma4015	YNL104C
mitochondria and respiration	LEU4_sn4359	YNL104C
mitochondria and respiration	LEU5_sn2250	YHR002W
mitochondria and respiration	LIP2_dma3296	YLR239C
mitochondria and respiration	LIP2_sn2946	YLR239C
mitochondria and respiration	LIP5_dma4586	YOR196C
mitochondria and respiration	LOS1_dma2893	YKL205W
mitochondria and respiration	LOS1_sn4240	YKL205W
mitochondria and respiration	LRG1_dma821	YDL240W
mitochondria and respiration	LSB3_dma1569	YFR024C-A
mitochondria and respiration	LSB3_sn561	YFR024C-A
mitochondria and respiration	LSC1_dma4572	YOR142W
mitochondria and respiration	LSC2_sn4709	YGR244C
mitochondria and respiration	LSP1_dma4767	YPL004C
mitochondria and respiration	LYS20_dma748	YDL182W
mitochondria and respiration	LYS20_sn4366	YDL182W
mitochondria and respiration	MAE1_dma2750	YKL029C
mitochondria and respiration	MAE1_sn4720	YKL029C
mitochondria and respiration	MAM3_dma4352	YOL060C
mitochondria and respiration	MAM3_sn2675	YOL060C
mitochondria and respiration	MAM33_sn2456	YIL070C
mitochondria and respiration	MAS1_tsq1124	YLR163C
mitochondria and respiration	MAS2_tsa526	YHR024C
mitochondria and respiration	MBA1_dma346	YBR185C
mitochondria and respiration	MBA1_sn4686	YBR185C
mitochondria and respiration	MBF1_dma4684	YOR298C-A
mitochondria and respiration	MBF1_sn1923	YOR298C-A
mitochondria and respiration	MBR1_dma2831	YKL093W
mitochondria and respiration	MBR1_sn4723	YKL093W
mitochondria and respiration	MCD1_tsa1229	YDL003W
mitochondria and respiration	MCD1_tsq62	YDL003W
mitochondria and respiration	MCP1_dma4638	YOR228C
mitochondria and respiration	MCR1_dma2860	YKL150W
mitochondria and respiration	MCR1_sn2716	YKL150W
mitochondria and respiration	MCT1_dma4621	YOR221C
mitochondria and respiration	MCT1_sn2460	YOR221C
mitochondria and respiration	MCX1_dma404	YBR227C
mitochondria and respiration	MCX1_sn2622	YBR227C
mitochondria and respiration	MDH1_dma2813	YKL085W
mitochondria and respiration	MDJ2_sn2704	YNL328C
mitochondria and respiration	MDL1_sn2259	YLR188W
mitochondria and respiration	MDL2_dma5008	YPL270W
mitochondria and respiration	MDM1_dma3611	YML104C
mitochondria and respiration	MDM1_sn2683	YML104C
mitochondria and respiration	MDM10_dma18	YAL010C
mitochondria and respiration	MDM10_sn2699	YAL010C
mitochondria and respiration	MDM12_dma4290	YOL009C
mitochondria and respiration	MDM30_dma3401	YLR368W
mitochondria and respiration	MDM30_sn2666	YLR368W
mitochondria and respiration	MDM31_sn2677	YHR194W
mitochondria and respiration	MDM32_sn2678	YOR147W
mitochondria and respiration	MDM35_dma2778	YKL053C-A
mitochondria and respiration	MDM36_dma5357	YPR083W
mitochondria and respiration	MDM38_dma4299	YOL027C
mitochondria and respiration	MDM38_sn2679	YOL027C
mitochondria and respiration	MDS3_dma1720	YGL197W
mitochondria and respiration	MDS3_sn1489	YGL197W
mitochondria and respiration	MDV1_dma2519	YJL112W
mitochondria and respiration	MEC1_damp6	YBR136W
mitochondria and respiration	MEC1_tsq1490	YBR136W
mitochondria and respiration	MEF2_sn4196	YJL102W
mitochondria and respiration	MET13_dma1673	YGL125W
mitochondria and respiration	MFB1_sn3887	YDR219C
mitochondria and respiration	MFM1_dma4801	YPL060W
mitochondria and respiration	MFM1_sn2256	YPL060W
mitochondria and respiration	MGE1_tsa505	YOR232W
mitochondria and respiration	MGE1_tsq505	YOR232W
mitochondria and respiration	MGM101_sn1274	YJR144W
mitochondria and respiration	MGR1_dma511	YCL044C
mitochondria and respiration	MGR1_sn2547	YCL044C
mitochondria and respiration	MGR2_dma4846	YPL098C
mitochondria and respiration	MGR2_sn3391	YPL098C
mitochondria and respiration	MGR3_dma3699	YMR115W
mitochondria and respiration	MGR3_sn2512	YMR115W
mitochondria and respiration	MIA40_damp715	YKL195W
mitochondria and respiration	MIC12_dma426	YBR262C
mitochondria and respiration	MIC19_dma1514	YFR011C
mitochondria and respiration	MIC19_sn3584	YFR011C
mitochondria and respiration	MIC26_sn2566	YGR235C
mitochondria and respiration	MIC27_sn2598	YNL100W
mitochondria and respiration	MIC60_dma2936	YKR016W
mitochondria and respiration	MIG2_dma1735	YGL209W
mitochondria and respiration	MIG2_sn2015	YGL209W
mitochondria and respiration	MIR1_dma2661	YJR077C
mitochondria and respiration	MIR1_sn2313	YJR077C
mitochondria and respiration	MIS1_dma242	YBR084W
mitochondria and respiration	MIS1_sn2684	YBR084W
mitochondria and respiration	MIX14_sn3566	YDR031W
mitochondria and respiration	MIX17_dma3616	YMR002W
mitochondria and respiration	MIX17_sn3617	YMR002W
mitochondria and respiration	MLH1_dma3760	YMR167W
mitochondria and respiration	MLH1_sn1410	YMR167W
mitochondria and respiration	MLP2_dma2386	YIL149C
mitochondria and respiration	MLP2_sn1965	YIL149C
mitochondria and respiration	MME1_dma3761	YMR166C
mitochondria and respiration	MME1_sn2266	YMR166C
mitochondria and respiration	MMF1_damp589	YIL051C
mitochondria and respiration	MMM1_dma3031	YLL006W
mitochondria and respiration	MMM1_sn2680	YLL006W
mitochondria and respiration	MMR1_dma3259	YLR190W
mitochondria and respiration	MMR1_sn1445	YLR190W
mitochondria and respiration	MMT1_dma3772	YMR177W
mitochondria and respiration	MMT1_sn2302	YMR177W
mitochondria and respiration	MMT2_sn2303	YPL224C
mitochondria and respiration	MNE1_dma4751	YOR350C
mitochondria and respiration	MNE1_sn2534	YOR350C
mitochondria and respiration	MNP1_damp476	YGL068W
mitochondria and respiration	MOT1_tsa363	YPL082C
mitochondria and respiration	MOT1_tsq1109	YPL082C
mitochondria and respiration	MPA43_sn3698	YNL249C
mitochondria and respiration	MPC1_dma1649	YGL080W
mitochondria and respiration	MPC1_sn2521	YGL080W
mitochondria and respiration	MPC2_sn2571	YHR162W
mitochondria and respiration	MPC3_dma2000	YGR243W
mitochondria and respiration	MPC3_sn2527	YGR243W
mitochondria and respiration	MPM1_dma2496	YJL066C
mitochondria and respiration	MPM1_sn2535	YJL066C
mitochondria and respiration	MRE11_dma3806	YMR224C
mitochondria and respiration	MRF1_damp1118	YGL143C
mitochondria and respiration	MRH1_dma5210	YDR033W
mitochondria and respiration	MRH1_sn127	YDR033W
mitochondria and respiration	MRH4_sn2723	YGL064C
mitochondria and respiration	MRM1_sn4176	YOR201C
mitochondria and respiration	MRM2_dma1690	YGL136C
mitochondria and respiration	MRP1_sn4052	YDR347W
mitochondria and respiration	MRP13_dma1856	YGR084C
mitochondria and respiration	MRP13_sn4054	YGR084C
mitochondria and respiration	MRP2_damp1556	YPR166C
mitochondria and respiration	MRP20_sn4022	YDR405W
mitochondria and respiration	MRP49_dma2871	YKL167C
mitochondria and respiration	MRP49_sn4023	YKL167C
mitochondria and respiration	MRP51_sn4127	YPL118W
mitochondria and respiration	MRPL1_dma903	YDR116C
mitochondria and respiration	MRPL1_sn4118	YDR116C
mitochondria and respiration	MRPL16_damp1149	YBL038W
mitochondria and respiration	MRPL19_sn4029	YNL185C
mitochondria and respiration	MRPL20_damp1182	YKR085C
mitochondria and respiration	MRPL20_sn4119	YKR085C
mitochondria and respiration	MRPL24_damp1348	YMR193W
mitochondria and respiration	MRPL25_damp1215	YGR076C
mitochondria and respiration	MRPL28_sn4033	YDR462W
mitochondria and respiration	MRPL35_sn4038	YDR322W
mitochondria and respiration	MRPL37_sn4040	YBR268W
mitochondria and respiration	MRPL38_damp1223	YKL170W
mitochondria and respiration	MRPL39_dma3526	YML009C
mitochondria and respiration	MRPL39_sn4042	YML009C
mitochondria and respiration	MRPL4_sn4043	YLR439W
mitochondria and respiration	MRPL44_dma3828	YMR225C
mitochondria and respiration	MRPL44_sn4045	YMR225C
mitochondria and respiration	MRPL50_sn4047	YNR022C
mitochondria and respiration	MRPS17_dma3786	YMR188C
mitochondria and respiration	MRPS28_sn4137	YDR337W
mitochondria and respiration	MRPS9_sn4060	YBR146W
mitochondria and respiration	MRS1_sn1811	YIR021W
mitochondria and respiration	MRS2_dma4739	YOR334W
mitochondria and respiration	MRS3_sn2064	YJL133W
mitochondria and respiration	MRS4_sn2065	YKR052C
mitochondria and respiration	MRX1_sn2555	YER077C
mitochondria and respiration	MRX10_sn3148	YDR282C
mitochondria and respiration	MRX11_dma4791	YPL041C
mitochondria and respiration	MRX11_sn635	YPL041C
mitochondria and respiration	MRX12_dma2612	YJR003C
mitochondria and respiration	MRX12_sn2578	YJR003C
mitochondria and respiration	MRX3_sn2544	YBL095W
mitochondria and respiration	MRX4_dma4899	YPL168W
mitochondria and respiration	MRX4_sn2610	YPL168W
mitochondria and respiration	MRX5_dma2541	YJL147C
mitochondria and respiration	MRX5_sn2576	YJL147C
mitochondria and respiration	MRX9_dma631	YDL027C
mitochondria and respiration	MSB1_dma4593	YOR188W
mitochondria and respiration	MSC1_dma3618	YML128C
mitochondria and respiration	MSC1_sn1411	YML128C
mitochondria and respiration	MSC6_dma4748	YOR354C
mitochondria and respiration	MSC6_sn1413	YOR354C
mitochondria and respiration	MSE1_damp1155	YOL033W
mitochondria and respiration	MSF1_sn3938	YPR047W
mitochondria and respiration	MSP1_sn2283	YGR028W
mitochondria and respiration	MSS1_dma3644	YMR023C
mitochondria and respiration	MSS1_sn3930	YMR023C
mitochondria and respiration	MSS116_sn2063	YDR194C
mitochondria and respiration	MSS18_dma5114	YPR134W
mitochondria and respiration	MSS18_sn1810	YPR134W
mitochondria and respiration	MSS2_sn2700	YDL107W
mitochondria and respiration	MSS51_sn4099	YLR203C
mitochondria and respiration	MSW1_sn4242	YDR268W
mitochondria and respiration	MSY1_sn4243	YPL097W
mitochondria and respiration	MTC3_dma1743	YGL226W
mitochondria and respiration	MTC3_sn2559	YGL226W
mitochondria and respiration	MTG1_sn2687	YMR097C
mitochondria and respiration	MTM1_sn2327	YGR257C
mitochondria and respiration	MTO1_dma1757	YGL236C
mitochondria and respiration	MTO1_sn3937	YGL236C
mitochondria and respiration	MTQ1_dma3980	YNL063W
mitochondria and respiration	MXR2_dma497	YCL033C
mitochondria and respiration	MYO2_tsa269	YOR326W
mitochondria and respiration	MYO2_tsq269	YOR326W
mitochondria and respiration	MYO2_tsq337	YOR326W
mitochondria and respiration	NAT1_sn323	YDL040C
mitochondria and respiration	NCA3_dma2517	YJL116C
mitochondria and respiration	NCE102_dma5128	YPR149W
mitochondria and respiration	NCE103_sn2173	YNL036W
mitochondria and respiration	NCS6_dma1733	YGL211W
mitochondria and respiration	NCS6_sn2536	YGL211W
mitochondria and respiration	NDE1_dma3756	YMR145C
mitochondria and respiration	NDE1_sn2642	YMR145C
mitochondria and respiration	NDE2_dma678	YDL085W
mitochondria and respiration	NDE2_sn2643	YDL085W
mitochondria and respiration	NEM1_dma2082	YHR004C
mitochondria and respiration	NEM1_sn1075	YHR004C
mitochondria and respiration	NEW1_dma4968	YPL226W
mitochondria and respiration	NEW1_sn2164	YPL226W
mitochondria and respiration	NFU1_dma2764	YKL040C
mitochondria and respiration	NFU1_sn2276	YKL040C
mitochondria and respiration	NGL1_sn1690	YOL042W
mitochondria and respiration	NGR1_sn1826	YBR212W
mitochondria and respiration	NIF3_dma1747	YGL221C
mitochondria and respiration	NIF3_sn1709	YGL221C
mitochondria and respiration	NIT3_dma3392	YLR351C
mitochondria and respiration	NOP14_tsa1234	YDL148C
mitochondria and respiration	NPL4_dma336	YBR170C
mitochondria and respiration	NTG1_dma14	YAL015C
mitochondria and respiration	NTG1_sn1277	YAL015C
mitochondria and respiration	NUC1_dma2600	YJL208C
mitochondria and respiration	NUC1_sn1255	YJL208C
mitochondria and respiration	NUM1_dma946	YDR150W
mitochondria and respiration	NUP2_dma3381	YLR335W
mitochondria and respiration	NUP2_sn1857	YLR335W
mitochondria and respiration	NUT1_dma1703	YGL151W
mitochondria and respiration	NUT1_sn1982	YGL151W
mitochondria and respiration	OAF3_sn1717	YKR064W
mitochondria and respiration	OAR1_dma2776	YKL055C
mitochondria and respiration	OAR1_sn2461	YKL055C
mitochondria and respiration	ODC1_sn2309	YPL134C
mitochondria and respiration	ODC2_dma4643	YOR222W
mitochondria and respiration	ODC2_sn2258	YOR222W
mitochondria and respiration	OGG1_sn1291	YML060W
mitochondria and respiration	OLE1_tsq506	YGL055W
mitochondria and respiration	OM14_dma401	YBR230C
mitochondria and respiration	OM14_sn2545	YBR230C
mitochondria and respiration	OM45_dma5309	YIL136W
mitochondria and respiration	OMA1_dma3007	YKR087C
mitochondria and respiration	OMS1_dma1058	YDR316W
mitochondria and respiration	OMS1_sn2621	YDR316W
mitochondria and respiration	OPI3_sn887	YJR073C
mitochondria and respiration	OSM1_sn2898	YJR051W
mitochondria and respiration	OXA1_sn2255	YER154W
mitochondria and respiration	OXR1_dma4922	YPL196W
mitochondria and respiration	OXR1_sn998	YPL196W
mitochondria and respiration	OYE2_sn2614	YHR179W
mitochondria and respiration	PAD1_sn4278	YDR538W
mitochondria and respiration	PAM16_tsa499	YJL104W
mitochondria and respiration	PAM16_tsq499	YJL104W
mitochondria and respiration	PAM17_dma2997	YKR065C
mitochondria and respiration	PAM17_sn2508	YKR065C
mitochondria and respiration	PBP1_dma1933	YGR178C
mitochondria and respiration	PCP1_sn2682	YGR101W
mitochondria and respiration	PDA1_dma1475	YER178W
mitochondria and respiration	PDA1_sn4698	YER178W
mitochondria and respiration	PDB1_dma364	YBR221C
mitochondria and respiration	PDB1_sn4687	YBR221C
mitochondria and respiration	PDX1_sn2737	YGR193C
mitochondria and respiration	PDX3_sn2818	YBR035C
mitochondria and respiration	PEP4_sn468	YPL154C
mitochondria and respiration	PET100_sn2488	YDR079W
mitochondria and respiration	PET111_sn4089	YMR257C
mitochondria and respiration	PET112_sn2688	YBL080C
mitochondria and respiration	PET117_sn2630	YER058W
mitochondria and respiration	PET122_sn4090	YER153C
mitochondria and respiration	PET127_dma4451	YOR017W
mitochondria and respiration	PET127_sn2060	YOR017W
mitochondria and respiration	PET191_sn2631	YJR034W
mitochondria and respiration	PET20_dma4907	YPL159C
mitochondria and respiration	PET20_sn3074	YPL159C
mitochondria and respiration	PET309_sn4140	YLR067C
mitochondria and respiration	PET494_dma4253	YNR045W
mitochondria and respiration	PET494_sn4091	YNR045W
mitochondria and respiration	PET54_sn4101	YGR222W
mitochondria and respiration	PGI1_tsq94	YBR196C
mitochondria and respiration	PGK1_damp254	YCR012W
mitochondria and respiration	PGS1_damp9	YCL004W
mitochondria and respiration	PHB1_sn436	YGR132C
mitochondria and respiration	PHB2_dma1987	YGR231C
mitochondria and respiration	PHB2_sn437	YGR231C
mitochondria and respiration	PIB2_dma1597	YGL023C
mitochondria and respiration	PIB2_sn535	YGL023C
mitochondria and respiration	PIF1_sn1254	YML061C
mitochondria and respiration	PIL1_dma1854	YGR086C
mitochondria and respiration	PIL1_sn439	YGR086C
mitochondria and respiration	PKP1_sn2499	YIL042C
mitochondria and respiration	PKP2_dma1621	YGL059W
mitochondria and respiration	PMA1_damp467	YGL008C
mitochondria and respiration	PMA1_tsq1885	YGL008C
mitochondria and respiration	PMA2_dma4795	YPL036W
mitochondria and respiration	PMA2_sn2381	YPL036W
mitochondria and respiration	PNG1_dma4847	YPL096W
mitochondria and respiration	PNG1_sn2903	YPL096W
mitochondria and respiration	PNT1_dma4662	YOR266W
mitochondria and respiration	POL1_tsa345	YNL102W
mitochondria and respiration	POL1_tsa346	YNL102W
mitochondria and respiration	POL1_tsa362	YNL102W
mitochondria and respiration	POL1_tsq343	YNL102W
mitochondria and respiration	POL1_tsq344	YNL102W
mitochondria and respiration	POL1_tsq345	YNL102W
mitochondria and respiration	POL1_tsq346	YNL102W
mitochondria and respiration	POL1_tsq362	YNL102W
mitochondria and respiration	POL1_tsq900	YNL102W
mitochondria and respiration	POM152_dma3711	YMR129W
mitochondria and respiration	POR1_sn4586	YNL055C
mitochondria and respiration	POR2_dma2361	YIL114C
mitochondria and respiration	POT1_dma2378	YIL160C
mitochondria and respiration	POT1_sn2806	YIL160C
mitochondria and respiration	PPE1_dma2133	YHR075C
mitochondria and respiration	PPE1_sn4138	YHR075C
mitochondria and respiration	PPT2_sn2706	YPL148C
mitochondria and respiration	PRD1_dma524	YCL057W
mitochondria and respiration	PRE6_tsq1350	YOL038W
mitochondria and respiration	PRP19_tsa247	YLL036C
mitochondria and respiration	PRP31_tsa400	YGR091W
mitochondria and respiration	PRP31_tsq472	YGR091W
mitochondria and respiration	PRP43_tsa607	YGL120C
mitochondria and respiration	PRP43_tsq607	YGL120C
mitochondria and respiration	PRX1_dma134	YBL064C
mitochondria and respiration	PRX1_sn1586	YBL064C
mitochondria and respiration	PSD1_sn888	YNL169C
mitochondria and respiration	PSK2_dma4344	YOL045W
mitochondria and respiration	PSK2_sn2938	YOL045W
mitochondria and respiration	PSP1_dma1218	YDR505C
mitochondria and respiration	PST2_sn3542	YDR032C
mitochondria and respiration	PTC1_sn903	YDL006W
mitochondria and respiration	PTC6_dma598	YCR079W
mitochondria and respiration	PTC6_sn2785	YCR079W
mitochondria and respiration	PTC7_sn2619	YHR076W
mitochondria and respiration	PTH1_dma2229	YHR189W
mitochondria and respiration	PTH1_sn3925	YHR189W
mitochondria and respiration	PTH2_dma140	YBL057C
mitochondria and respiration	PTH2_sn3843	YBL057C
mitochondria and respiration	PTP1_sn324	YDL230W
mitochondria and respiration	PUF3_dma3026	YLL013C
mitochondria and respiration	PUF3_sn1834	YLL013C
mitochondria and respiration	PUS2_sn4223	YGL063W
mitochondria and respiration	PUS4_sn4225	YNL292W
mitochondria and respiration	PUS5_dma3234	YLR165C
mitochondria and respiration	PUS6_sn4234	YGR169C
mitochondria and respiration	PUT1_dma3221	YLR142W
mitochondria and respiration	PUT1_sn4340	YLR142W
mitochondria and respiration	PUT2_sn4339	YHR037W
mitochondria and respiration	PYK2_dma4731	YOR347C
mitochondria and respiration	QCR2_dma5152	YPR191W
mitochondria and respiration	QCR2_sn2480	YPR191W
mitochondria and respiration	QCR6_dma1562	YFR033C
mitochondria and respiration	QCR7_sn2482	YDR529C
mitochondria and respiration	QCR8_damp1328	YJL166W
mitochondria and respiration	QCR8_sn2483	YJL166W
mitochondria and respiration	QCR9_dma1953	YGR183C
mitochondria and respiration	QCR9_sn2484	YGR183C
mitochondria and respiration	QRI5_sn2538	YLR204W
mitochondria and respiration	QRI7_dma689	YDL104C
mitochondria and respiration	QRI7_sn2539	YDL104C
mitochondria and respiration	RAD23_sn1511	YEL037C
mitochondria and respiration	RAD27_dma2839	YKL113C
mitochondria and respiration	RAD27_sn1270	YKL113C
mitochondria and respiration	RAD30_sn1280	YDR419W
mitochondria and respiration	RAS2_dma4019	YNL098C
mitochondria and respiration	RAS2_sn1067	YNL098C
mitochondria and respiration	RAT1_tsa914	YOR048C
mitochondria and respiration	RCF1_dma3532	YML030W
mitochondria and respiration	RCF1_sn2594	YML030W
mitochondria and respiration	RCF2_dma4202	YNR018W
mitochondria and respiration	RDL1_dma4670	YOR285W
mitochondria and respiration	RDL2_sn2515	YOR286W
mitochondria and respiration	REV1_sn1278	YOR346W
mitochondria and respiration	REV3_sn1297	YPL167C
mitochondria and respiration	REV7_dma2369	YIL139C
mitochondria and respiration	REV7_sn1298	YIL139C
mitochondria and respiration	REX2_dma3150	YLR059C
mitochondria and respiration	REX2_sn2059	YLR059C
mitochondria and respiration	RIM1_dma561	YCR028C-A
mitochondria and respiration	RIM1_sn2657	YCR028C-A
mitochondria and respiration	RIP1_sn2485	YEL024W
mitochondria and respiration	RMA1_sn4315	YKL132C
mitochondria and respiration	RML2_sn4124	YEL050C
mitochondria and respiration	RNA14_tsq1335	YMR061W
mitochondria and respiration	RNR3_sn1305	YIL066C
mitochondria and respiration	ROT2_dma402	YBR229C
mitochondria and respiration	RPB2_tsa693	YOR151C
mitochondria and respiration	RPC34_tsa640	YNR003C
mitochondria and respiration	RPC34_tsq640	YNR003C
mitochondria and respiration	RPL40B_dma3023	YKR094C
mitochondria and respiration	RPL40B_sn4131	YKR094C
mitochondria and respiration	RPN11_tsa521	YFR004W
mitochondria and respiration	RPN11_tsa534	YFR004W
mitochondria and respiration	RPN11_tsq521	YFR004W
mitochondria and respiration	RPN11_tsq534	YFR004W
mitochondria and respiration	RPO21_tsa804	YDL140C
mitochondria and respiration	RPO21_tsq804	YDL140C
mitochondria and respiration	RPS18A_sn4072	YDR450W
mitochondria and respiration	RPS18B_dma3536	YML026C
mitochondria and respiration	RPS18B_sn3993	YML026C
mitochondria and respiration	RPS24A_dma1373	YER074W
mitochondria and respiration	RPS24A_sn4073	YER074W
mitochondria and respiration	RRF1_sn4092	YHR038W
mitochondria and respiration	RRG1_sn2552	YDR065W
mitochondria and respiration	RRM3_dma2111	YHR031C
mitochondria and respiration	RRM3_sn1299	YHR031C
mitochondria and respiration	RSF1_sn2476	YMR030W
mitochondria and respiration	RSM22_sn4064	YKL155C
mitochondria and respiration	RSM25_dma2330	YIL093C
mitochondria and respiration	RSM28_sn4130	YDR494W
mitochondria and respiration	RSM7_sn4069	YJR113C
mitochondria and respiration	RSP5_tsa182	YER125W
mitochondria and respiration	RSP5_tsa464	YER125W
mitochondria and respiration	RSP5_tsa465	YER125W
mitochondria and respiration	RSP5_tsq182	YER125W
mitochondria and respiration	RSP5_tsq464	YER125W
mitochondria and respiration	RSP5_tsq465	YER125W
mitochondria and respiration	RTC2_dma307	YBR147W
mitochondria and respiration	RTC6_dma4932	YPL183W-A
mitochondria and respiration	RTC6_sn4050	YPL183W-A
mitochondria and respiration	RTG3_sn2104	YBL103C
mitochondria and respiration	SAC1_dma2911	YKL212W
mitochondria and respiration	SAL1_sn2268	YNL083W
mitochondria and respiration	SAM35_tsq493	YHR083W
mitochondria and respiration	SAM37_dma3662	YMR060C
mitochondria and respiration	SAP185_dma2503	YJL098W
mitochondria and respiration	SAP185_sn1328	YJL098W
mitochondria and respiration	SAP4_sn1330	YGL229C
mitochondria and respiration	SAT4_dma533	YCR008W
mitochondria and respiration	SAT4_sn1340	YCR008W
mitochondria and respiration	SCL1_damp468	YGL011C
mitochondria and respiration	SCL1_tsa1084	YGL011C
mitochondria and respiration	SCL1_tsq1313	YGL011C
mitochondria and respiration	SCM4_sn1176	YGR049W
mitochondria and respiration	SCO1_sn2703	YBR037C
mitochondria and respiration	SCO2_sn2280	YBR024W
mitochondria and respiration	SDH1_dma2862	YKL148C
mitochondria and respiration	SDH1_sn4724	YKL148C
mitochondria and respiration	SDH2_dma3054	YLL041C
mitochondria and respiration	SDH4_dma951	YDR178W
mitochondria and respiration	SDH4_sn4693	YDR178W
mitochondria and respiration	SDH5_dma4366	YOL071W
mitochondria and respiration	SDH5_sn2725	YOL071W
mitochondria and respiration	SDH6_sn2553	YDR379C-A
mitochondria and respiration	SDH7_dma1214	YDR511W
mitochondria and respiration	SDH8_sn2509	YBR269C
mitochondria and respiration	SEC4_tsa307	YFL005W
mitochondria and respiration	SEC63_tsa231	YOR254C
mitochondria and respiration	SEC63_tsq231	YOR254C
mitochondria and respiration	SED1_dma884	YDR077W
mitochondria and respiration	SED1_sn734	YDR077W
mitochondria and respiration	SEN2_tsq676	YLR105C
mitochondria and respiration	SEN54_damp1027	YPL083C
mitochondria and respiration	SEN54_tsq2371	YPL083C
mitochondria and respiration	SEN54_tsq2372	YPL083C
mitochondria and respiration	SFA1_dma739	YDL168W
mitochondria and respiration	SFA1_sn2827	YDL168W
mitochondria and respiration	SFC1_dma2670	YJR095W
mitochondria and respiration	SFC1_sn2251	YJR095W
mitochondria and respiration	SHE9_dma1124	YDR393W
mitochondria and respiration	SHE9_sn2681	YDR393W
mitochondria and respiration	SHH3_sn3329	YMR118C
mitochondria and respiration	SHH4_sn2777	YLR164W
mitochondria and respiration	SHM1_dma425	YBR263W
mitochondria and respiration	SHM1_sn4406	YBR263W
mitochondria and respiration	SLM1_dma2344	YIL105C
mitochondria and respiration	SLM1_sn553	YIL105C
mitochondria and respiration	SLM3_dma630	YDL033C
mitochondria and respiration	SLT2_dma2112	YHR030C
mitochondria and respiration	SLT2_sn752	YHR030C
mitochondria and respiration	SMC6_tsq747	YLR383W
mitochondria and respiration	SMF2_dma2117	YHR050W
mitochondria and respiration	SMF2_sn2308	YHR050W
mitochondria and respiration	SML1_dma3569	YML058W
mitochondria and respiration	SML1_sn1448	YML058W
mitochondria and respiration	SNF1_sn327	YDR477W
mitochondria and respiration	SNL1_dma2246	YIL016W
mitochondria and respiration	SNL1_sn293	YIL016W
mitochondria and respiration	SNQ2_sn2317	YDR011W
mitochondria and respiration	SNX4_dma2471	YJL036W
mitochondria and respiration	SNX4_sn2244	YJL036W
mitochondria and respiration	SOD1_damp1562	YJR104C
mitochondria and respiration	SOD2_dma5164	YHR008C
mitochondria and respiration	SOD2_sn2709	YHR008C
mitochondria and respiration	SOM1_sn2707	YEL059C-A
mitochondria and respiration	SOV1_sn2541	YMR066W
mitochondria and respiration	SPC105_tsa446	YGL093W
mitochondria and respiration	SPC105_tsa824	YGL093W
mitochondria and respiration	SPC105_tsq446	YGL093W
mitochondria and respiration	SPC105_tsq824	YGL093W
mitochondria and respiration	SPF1_sn916	YEL031W
